Route_Id,Origin_Port,Destination_Port,Orgin_Port_Country,Destination_Port_Country,No_Of_Stops,Stops_Names,Stop_Points,Average_Transit_Days,Distance,Vessel_Type,No_Of_Travels,Total_Incidents_Count,Risk_Score
R7571,VOLOS,KARACHI,GREECE,PAKISTAN,0,"PIRAEUS,MUNDRA",0,61,16723,Tugs,941,137,52
R7572,VOLOS,KARACHI-MUHAMMAD BIN QASIM,GREECE,PAKISTAN,0,"PIRAEUS,MUNDRA",0,59,16707,Corvette,980,119,46
R7573,VOLOS,HAZIRA PORT/SURAT,GREECE,INDIA,0,"PIRAEUS,ABU DHABI",0,53,14040,Reefer Vessel,2763,126,17
R7574,VOLOS,KOLKATA,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,75,18910,Frigate,1700,100,22
R7575,HERAKLION,MUNDRA,GREECE,INDIA,0,PIRAEUS,0,58,16442,Offshore Ships,2396,124,19
R7576,HERAKLION,NHAVA SHEVA,GREECE,INDIA,0,PIRAEUS,0,61,16846,Panamax Ship,3018,130,16
R7577,HERAKLION,COLOMBO,GREECE,SRI LANKA,0,PIRAEUS,0,65,17743,Bulk carrier,1520,122,32
R7578,HERAKLION,HALDIA,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,72,18907,Offshore Ships,2886,127,16
R7579,HERAKLION,ENNORE,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,68,18344,Heavy Lift Ships,3056,127,15
R7580,HERAKLION,TUTICORIN,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,67,17883,Panamax Ship,2100,115,21
R7581,HERAKLION,COCHIN,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,69,18070,Tanker,3360,129,14
R7582,HERAKLION,NEW MANGALORE,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,67,18246,Canoe,1079,119,40
R7583,HERAKLION,CHATTOGRAM,GREECE,BANGLADESH,0,"PIRAEUS,COLOMBO",0,71,19049,Hovercraft,2105,109,18
R7584,HERAKLION,VISAKHAPATNAM,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,68,18620,Submarine,3417,129,14
R7585,HERAKLION,KAKINADA,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,69,18624,Yacht,2620,138,19
R7586,HERAKLION,KARACHI-MUHAMMAD BIN QASIM,GREECE,PAKISTAN,0,"PIRAEUS,MUNDRA",0,61,16682,Sailboat,1133,123,40
R7587,HERAKLION,KARACHI,GREECE,PAKISTAN,0,"PIRAEUS,MUNDRA",0,63,16698,Gas carrier,632,133,79
R7588,HERAKLION,HAZIRA PORT/SURAT,GREECE,INDIA,0,"PIRAEUS,ABU DHABI",0,55,14015,High-speed craft,2955,121,15
R7589,HERAKLION,KOLKATA,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,77,18885,Livestock carrier,2303,116,18
R7590,PORT SAID WEST,HAZIRA PORT/SURAT,EGYPT,INDIA,0,"BARCELONA,ABU DHABI",0,42,13456,Project cargo ship,3445,141,15
R7591,THESSALONIKI,HAZIRA PORT/SURAT,GREECE,INDIA,0,"PIRAEUS,ABU DHABI",0,53,14101,Barge,3386,131,15
R7592,THESSALONIKI,ENNORE,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,66,18430,Dredgers,564,114,73
R7593,THESSALONIKI,NEW MANGALORE,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,65,18332,Tugs,1111,134,45
R7594,THESSALONIKI,HALDIA,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,70,18993,Corvette,2625,130,20
R7595,THESSALONIKI,COCHIN,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,67,18156,Reefer Vessel,1598,129,29
R7596,THESSALONIKI,TUTICORIN,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,65,17969,Frigate,1537,127,30
R7597,THESSALONIKI,NHAVA SHEVA,GREECE,INDIA,0,PIRAEUS,0,59,16932,Offshore Ships,2901,106,14
R7598,THESSALONIKI,MUNDRA,GREECE,INDIA,0,PIRAEUS,0,56,16528,Panamax Ship,1886,113,22
R7599,THESSALONIKI,COLOMBO,GREECE,SRI LANKA,0,PIRAEUS,0,63,17829,Bulk carrier,1396,112,30
R7600,THESSALONIKI,CHATTOGRAM,GREECE,BANGLADESH,0,"PIRAEUS,COLOMBO",0,69,19135,Tank,3181,154,18
R7601,THESSALONIKI,VISAKHAPATNAM,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,66,18706,Barge,517,122,85
R7602,THESSALONIKI,KAKINADA,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,67,18710,Dredgers,2083,120,21
R7603,THESSALONIKI,KARACHI,GREECE,PAKISTAN,0,"PIRAEUS,MUNDRA",0,61,16784,Tugs,2047,133,23
R7604,THESSALONIKI,KARACHI-MUHAMMAD BIN QASIM,GREECE,PAKISTAN,0,"PIRAEUS,MUNDRA",0,59,16768,Corvette,1687,150,34
R7605,THESSALONIKI,KOLKATA,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,75,18971,Reefer Vessel,511,146,98
R7606,BAR,HAZIRA PORT/SURAT,MONTENEGRO,INDIA,0,"GIOIA TAURO,ABU DHABI",0,47,13267,Frigate,3198,131,15
R7607,BAR,NHAVA SHEVA,MONTENEGRO,INDIA,0,GIOIA TAURO,0,53,14615,Offshore Ships,946,118,45
R7608,BAR,TUTICORIN,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,59,15652,Panamax Ship,2358,121,20
R7609,BAR,VISAKHAPATNAM,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,16389,Bulk carrier,2475,141,20
R7610,BAR,KAKINADA,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,61,16393,Tank,2326,130,21
R7611,BAR,NEW MANGALORE,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,59,16015,Tank,2487,120,17
R7612,LIMASSOL,MUNDRA,CYPRUS,INDIA,0,GIOIA TAURO,0,51,12356,Barge,2930,112,14
R7613,LIMASSOL,NHAVA SHEVA,CYPRUS,INDIA,0,GIOIA TAURO,0,54,15195,Dredgers,3197,132,15
R7614,LIMASSOL,CHATTOGRAM,CYPRUS,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,64,17398,Tugs,3174,144,16
R7615,BEIRUT,CHATTOGRAM,LEBANON,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,66,17493,Corvette,3023,131,16
R7616,BEIRUT,HALDIA,LEBANON,INDIA,0,"GIOIA TAURO,COLOMBO",0,67,17351,Reefer Vessel,3246,106,12
R7617,BEIRUT,TUTICORIN,LEBANON,INDIA,0,"GIOIA TAURO,COLOMBO",0,62,16327,Frigate,996,116,42
R7618,LIMASSOL,HALDIA,CYPRUS,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,17256,Offshore Ships,2219,115,18
R7619,LIMASSOL,TUTICORIN,CYPRUS,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,16232,Panamax Ship,1835,123,24
R7620,BEIRUT,MUNDRA,LEBANON,INDIA,0,GIOIA TAURO,0,53,12451,Bulk carrier,1344,113,31
R7621,BEIRUT,NHAVA SHEVA,LEBANON,INDIA,0,GIOIA TAURO,0,56,15290,Tank,2562,121,17
R7622,LIMASSOL,HAZIRA PORT/SURAT,CYPRUS,INDIA,0,"GIOIA TAURO,ABU DHABI",0,48,13847,Barge,1342,150,41
R7623,BEIRUT,VISAKHAPATNAM,LEBANON,INDIA,0,"GIOIA TAURO,COLOMBO",0,63,17064,Dredgers,702,136,69
R7624,LIMASSOL,VISAKHAPATNAM,CYPRUS,INDIA,0,"GIOIA TAURO,COLOMBO",0,61,16969,Tugs,2589,127,18
R7625,BEIRUT,HAZIRA PORT/SURAT,LEBANON,INDIA,0,"GIOIA TAURO,ABU DHABI",0,50,13942,Corvette,3389,127,14
R7626,TRIESTE,MONTEVIDEO,ITALY,URUGUAY,0,"GIOIA TAURO,VALENCIA",0,47,7230,Reefer Vessel,2747,128,16
R7627,LIMASSOL,KARACHI,CYPRUS,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,56,12612,Frigate,2217,125,21
R7628,BEIRUT,KARACHI,LEBANON,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,58,12707,Offshore Ships,533,127,86
R7629,LIMASSOL,COCHIN,CYPRUS,INDIA,0,"GIOIA TAURO,COLOMBO",0,62,16419,Panamax Ship,2638,120,17
R7630,LIMASSOL,ENNORE,CYPRUS,INDIA,0,"GIOIA TAURO,COLOMBO",0,61,16693,Bulk carrier,815,125,54
R7631,LIMASSOL,NEW MANGALORE,CYPRUS,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,16595,Tank,2309,143,22
R7632,BEIRUT,NEW MANGALORE,LEBANON,INDIA,0,"GIOIA TAURO,COLOMBO",0,62,16690,Tank,612,121,73
R7633,BEIRUT,COCHIN,LEBANON,INDIA,0,"GIOIA TAURO,COLOMBO",0,64,16514,Barge,2378,110,17
R7634,BEIRUT,KOLKATA,LEBANON,INDIA,0,"GIOIA TAURO,COLOMBO",0,72,17329,Dredgers,1298,134,38
R7635,BEIRUT,ENNORE,LEBANON,INDIA,0,"GIOIA TAURO,COLOMBO",0,63,16788,Tugs,1583,156,36
R7636,LIMASSOL,KOLKATA,CYPRUS,INDIA,0,"GIOIA TAURO,COLOMBO",0,70,17234,Corvette,3068,117,14
R7637,KAKINADA,SUAPE,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,49,14321,Reefer Vessel,3057,129,15
R7638,ASHDOD,COCHIN,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,16517,Frigate,722,131,64
R7639,ASHDOD,COLOMBO,ISRAEL,SRI LANKA,0,GIOIA TAURO,0,61,16190,Offshore Ships,1417,156,39
R7640,ASHDOD,ENNORE,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,64,16791,Panamax Ship,2347,123,19
R7641,ASHDOD,HALDIA,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,68,17354,Bulk carrier,1628,119,25
R7642,ASHDOD,MUNDRA,ISRAEL,INDIA,0,GIOIA TAURO,0,54,12454,Tank,565,113,73
R7643,ASHDOD,NEW MANGALORE,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,63,16693,Naval ship,3195,123,14
R7644,ASHDOD,NHAVA SHEVA,ISRAEL,INDIA,0,GIOIA TAURO,0,57,15293,Livestock carrier,2718,141,19
R7645,ASHDOD,TUTICORIN,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,63,16330,Barge,2468,117,16
R7646,ASHDOD,VISAKHAPATNAM,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,64,17067,Dredgers,1932,116,22
R7647,ASHDOD,KAKINADA,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,17071,Tugs,2304,131,20
R7648,ASHDOD,KOLKATA,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,73,17332,Offshore Ships,2706,146,20
R7649,MISURATA,CHATTOGRAM,LIBYA,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,61,16817,Heavy Lift Ships,2948,131,17
R7650,MISURATA,HAZIRA PORT/SURAT,LIBYA,INDIA,0,"GIOIA TAURO,ABU DHABI",0,45,13266,Panamax Ship,1073,124,43
R7651,MISURATA,MUNDRA,LIBYA,INDIA,0,GIOIA TAURO,0,48,11775,Tanker,1426,112,30
R7652,TRIPOLI,HAZIRA PORT/SURAT,LIBYA,INDIA,0,"GIOIA TAURO,ABU DHABI",0,43,13262,Canoe,2775,115,15
R7653,TRIPOLI,MUNDRA,LIBYA,INDIA,0,GIOIA TAURO,0,46,11771,Hovercraft,2545,114,16
R7654,TRIPOLI,HALDIA,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,16671,Submarine,875,135,56
R7655,TRIPOLI,TUTICORIN,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,55,15647,Yacht,2805,141,19
R7656,TRIPOLI,CHATTOGRAM,LIBYA,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,59,16813,Sailboat,2970,131,16
R7657,TRIPOLI,VISAKHAPATNAM,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,56,16384,Gas carrier,1192,138,42
R7658,MISURATA,NHAVA SHEVA,LIBYA,INDIA,0,GIOIA TAURO,0,51,14614,High-speed craft,1491,143,37
R7659,MISURATA,HALDIA,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,62,16675,Livestock carrier,1247,138,43
R7660,MISURATA,TUTICORIN,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,57,15651,Project cargo ship,1069,131,43
R7661,MISURATA,VISAKHAPATNAM,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,58,16388,Barge,971,124,45
R7662,TRIPOLI,KARACHI-MUHAMMAD BIN QASIM,LIBYA,PAKISTAN,0,"GIOIA TAURO,ABU DHABI",0,47,12795,Dredgers,2063,114,20
R7663,TRIPOLI,KARACHI,LIBYA,PAKISTAN,0,"GIOIA TAURO,MUNDRA",0,51,12027,Tugs,646,129,77
R7664,SANTA CRUZ DE TENERIFE,KOLKATA,SPAIN,INDIA,0,"VALENCIA,COLOMBO",0,62,12204,Corvette,977,128,46
R7665,TRIPOLI,KOLKATA,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,16649,Reefer Vessel,934,137,51
R7666,TRIPOLI,COCHIN,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,64,15834,Frigate,2203,123,20
R7667,TRIPOLI,NEW MANGALORE,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,62,16010,Offshore Ships,2270,122,20
R7668,TRIPOLI,ENNORE,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,56,16108,Panamax Ship,523,118,84
R7669,MISURATA,KOLKATA,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,67,16653,Bulk carrier,2973,114,14
R7670,MISURATA,COCHIN,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,59,15838,Tank,3063,126,15
R7671,MISURATA,NEW MANGALORE,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,57,16014,Barge,1124,160,52
R7672,MISURATA,ENNORE,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,58,16112,Dredgers,728,144,75
R7673,NHAVA SHEVA,CHATTOGRAM,INDIA,BANGLADESH,0,COLOMBO,0,9,2203,Tugs,2755,127,17
R7674,CHATTOGRAM,ITAPOA,BANGLADESH,BRAZIL,0,"COLOMBO,SINES",0,59,16308,Corvette,737,109,53
R7675,CHATTOGRAM,MONTEVIDEO,BANGLADESH,URUGUAY,0,"COLOMBO,SINES",0,65,16988,Reefer Vessel,3237,128,15
R7676,CHATTOGRAM,PARANAGUA,BANGLADESH,BRAZIL,0,"COLOMBO,SINES",0,71,17858,Frigate,581,142,93
R7677,CHATTOGRAM,SANTOS,BANGLADESH,BRAZIL,0,"COLOMBO,SINES",0,57,16131,Offshore Ships,3357,115,12
R7678,CHATTOGRAM,NAVEGANTES,BANGLADESH,BRAZIL,0,"COLOMBO,SINES,RIO DE JANEIRO",0,57,16305,Panamax Ship,2957,121,15
R7679,CHATTOGRAM,SUAPE,BANGLADESH,BRAZIL,0,"COLOMBO,VALENCIA",0,52,14800,Bulk carrier,1093,132,43
R7680,PARADIP GARH,CALLAO,INDIA,PERU,0,"COLOMBO,SINES",0,56,17263,Tank,1422,128,33
R7681,PARADIP GARH,VALPARAISO,INDIA,CHILE,0,"COLOMBO,SINES",0,64,19092,Tank,1013,134,50
R7682,PARADIP GARH,SAN ANTONIO,INDIA,CHILE,0,"COLOMBO,SINES",0,60,18418,Barge,1318,122,34
R7683,PARADIP GARH,CARTAGENA,INDIA,COLOMBIA,0,"COLOMBO,SINES",0,47,15468,Dredgers,1601,111,25
R7684,PARADIP GARH,BUENAVENTURA,INDIA,COLOMBIA,0,"COLOMBO,SINES,RODMAN",0,54,16510,Tugs,3009,140,16
R7685,PARADIP GARH,LIRQUEN,INDIA,CHILE,0,"COLOMBO,SINES,RODMAN",0,66,19168,Corvette,1162,126,40
R7686,PARADIP GARH,CORONEL,INDIA,CHILE,0,"COLOMBO,SINES",0,63,18568,Reefer Vessel,2919,116,15
R7687,PARADIP GARH,VILA DO CONDE,INDIA,BRAZIL,0,"COLOMBO,SINES,CRISTOBAL",0,76,18100,Frigate,894,130,54
R7688,PARADIP GARH,MANAUS,INDIA,BRAZIL,0,"COLOMBO,SINES,CRISTOBAL",0,68,17864,Offshore Ships,3087,150,17
R7689,TEKIRDAG (ASYAPORT),PARADIP GARH,TURKIYE,INDIA,0,COLOMBO,0,59,17129,Panamax Ship,3173,127,15
R7690,POTI,PARADIP GARH,GEORGIA,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,65,17782,Bulk carrier,2909,126,16
R7691,TRABZON,PARADIP GARH,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,67,17779,Tank,1323,132,37
R7692,GIRESUN,PARADIP GARH,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,68,17652,Barge,1011,125,45
R7693,ANTALYA,PARADIP GARH,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,65,17695,Dredgers,2286,128,21
R7694,SAMSUN,PARADIP GARH,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,68,17578,Tugs,2765,140,19
R7695,ALIAGA,PARADIP GARH,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,63,17319,Corvette,3005,126,16
R7696,GIOIA TAURO,PARADIP GARH,ITALY,INDIA,0,COLOMBO,0,55,16210,Reefer Vessel,2102,140,26
R7697,PARADIP GARH,RIO GRANDE,INDIA,BRAZIL,0,"COLOMBO,SINES",0,64,17146,Frigate,1103,119,39
R7698,PARADIP GARH,BUENOS AIRES,INDIA,ARGENTINA,0,"COLOMBO,SINES",0,60,16850,Offshore Ships,2056,131,21
R7699,PARADIP GARH,ITAPOA,INDIA,BRAZIL,0,"COLOMBO,SINES",0,56,16087,Panamax Ship,2965,123,16
R7700,PARADIP GARH,RIO DE JANEIRO,INDIA,BRAZIL,0,"COLOMBO,SINES",0,52,15702,Bulk carrier,1877,124,23
R7701,PARADIP GARH,SANTOS,INDIA,BRAZIL,0,"COLOMBO,SINES",0,54,15910,Bulk carrier,3161,130,15
R7702,PARADIP GARH,PARANAGUA,INDIA,BRAZIL,0,"COLOMBO,SINES",0,68,17637,Tank,2065,120,23
R7703,PARADIP GARH,MONTEVIDEO,INDIA,URUGUAY,0,"COLOMBO,SINES",0,62,16767,Container Shipo,2908,132,17
R7704,PARADIP GARH,NAVEGANTES,INDIA,BRAZIL,0,"COLOMBO,SINES,RIO DE JANEIRO",0,54,16084,Reefer ship,2535,115,17
R7705,GEMLIK,PARADIP GARH,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,60,17209,Project cargo ship,1188,122,36
R7706,ODESA,PARADIP GARH,UKRAINE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,63,17545,Barge,1499,132,32
R7707,RAVENNA,HAZIRA PORT/SURAT,ITALY,INDIA,0,"GIOIA TAURO,ABU DHABI",0,48,13534,Dredgers,1269,129,39
R7708,PARADIP GARH,TURBO,INDIA,COLOMBIA,0,"COLOMBO,SINES,CRISTOBAL",0,55,15939,Tugs,3088,154,19
R7709,ANCONA,HAZIRA PORT/SURAT,ITALY,INDIA,0,"GIOIA TAURO,ABU DHABI",0,49,13467,Corvette,758,148,71
R7710,TRIESTE,HAZIRA PORT/SURAT,ITALY,INDIA,0,"GIOIA TAURO,ABU DHABI",0,44,13587,Reefer Vessel,3500,132,15
R7711,VENICE,HAZIRA PORT/SURAT,ITALY,INDIA,0,"GIOIA TAURO,ABU DHABI",0,46,13571,Frigate,1531,128,29
R7712,ALEXANDRIA EL DEKHEILA,PARADIP GARH,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,62,17051,Offshore Ships,2215,123,20
R7713,HAIFA,PARADIP GARH,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,69,17249,Heavy Lift Ships,1424,125,33
R7714,GEBZE,PARADIP GARH,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,62,17212,Panamax Ship,2750,120,16
R7715,LATTAKIA,PARADIP GARH,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,69,17988,Tanker,2525,143,22
R7716,TARTUS,PARADIP GARH,SYRIAN ARAB REPUBLIC,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,70,18048,Canoe,1219,132,41
R7717,IZMIR,PARADIP GARH,TURKIYE,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,65,17349,Hovercraft,1662,122,28
R7718,PARADIP GARH,PECEM,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,SUAPE",0,54,15038,Submarine,1209,132,41
R7719,PARADIP GARH,VITORIA,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,61,15938,Yacht,2833,137,18
R7720,CHATTOGRAM,RIO DE JANEIRO,BANGLADESH,BRAZIL,0,"COLOMBO,VALENCIA",0,59,15887,Sailboat,3143,134,16
R7721,CHATTOGRAM,SALVADOR,BANGLADESH,BRAZIL,0,"COLOMBO,VALENCIA",0,57,15181,Gas carrier,3481,134,15
R7722,CHATTOGRAM,VITORIA,BANGLADESH,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,67,16159,High-speed craft,2181,137,23
R7723,PARADIP GARH,SALVADOR,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,51,14960,Passenger ship,692,119,63
R7724,PARADIP GARH,SUAPE,INDIA,BRAZIL,0,"COLOMBO,VALENCIA",0,49,14579,Roll-on/roll-off,2522,158,25
R7725,PARADIP GARH,NAVEGANTES,INDIA,BRAZIL,0,"COLOMBO,VALENCIA,RIO DE JANEIRO",0,57,16048,Naval ship,2248,124,21
R7726,PARADIP GARH,IQUIQUE,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,65,17919,Livestock carrier,1349,119,32
R7727,PARADIP GARH,PUERTO ANGAMOS,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,68,18038,Bulk carrier,2884,124,15
R7728,PARADIP GARH,PUERTO BOLIVAR,INDIA,ECUADOR,0,"COLOMBO,SINES,RODMAN",0,64,16958,Tank,785,124,56
R7729,KHOMS,MUNDRA,LIBYA,INDIA,0,GIOIA TAURO,0,50,11767,Container Shipo,3126,120,14
R7730,KHOMS,NHAVA SHEVA,LIBYA,INDIA,0,GIOIA TAURO,0,53,14606,Reefer ship,701,136,73
R7731,KHOMS,HAZIRA PORT/SURAT,LIBYA,INDIA,0,"GIOIA TAURO,ABU DHABI",0,47,13258,Project cargo ship,2351,107,17
R7732,KHOMS,CHATTOGRAM,LIBYA,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,63,16809,Barge,2443,113,17
R7733,KHOMS,TUTICORIN,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,59,15643,Dredgers,743,133,66
R7734,KHOMS,HALDIA,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,64,16667,Tugs,2467,133,19
R7735,BINGAZI,HAZIRA PORT/SURAT,LIBYA,INDIA,0,"GIOIA TAURO,ABU DHABI",0,53,13337,Corvette,2374,145,24
R7736,BINGAZI,MUNDRA,LIBYA,INDIA,0,GIOIA TAURO,0,56,11846,Reefer Vessel,2724,131,18
R7737,BINGAZI,TUTICORIN,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,15722,Frigate,3062,111,13
R7738,KHOMS,VISAKHAPATNAM,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,16380,Offshore Ships,2954,143,17
R7739,BINGAZI,VISAKHAPATNAM,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,66,16459,Heavy Lift Ships,1968,140,26
R7740,KHOMS,KARACHI-MUHAMMAD BIN QASIM,LIBYA,PAKISTAN,0,"GIOIA TAURO,ABU DHABI",0,51,12791,Panamax Ship,2785,130,18
R7741,BINGAZI,NHAVA SHEVA,LIBYA,INDIA,0,GIOIA TAURO,0,59,14685,Tanker,1266,108,31
R7742,AUGUSTA PORT OF CATANIA,PARADIP GARH,ITALY,INDIA,0,"GIOIA TAURO,COLOMBO",0,67,16287,Canoe,1547,126,30
R7743,DAMIETTA,PARADIP GARH,EGYPT,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,66,17845,Hovercraft,1534,122,29
R7744,PARADIP GARH,ARICA,INDIA,CHILE,0,"COLOMBO,SINES,CALLAO",0,63,17853,Submarine,2129,117,20
R7745,ALEXANDRIA OLD PORT,PARADIP GARH,EGYPT,INDIA,0,"GIOIA TAURO,COLOMBO",0,70,17052,Yacht,602,110,70
R7746,PARADIP GARH,GUAYAQUIL,INDIA,ECUADOR,0,"COLOMBO,SINES,FREEPORT, GRAND BAHAMA",0,61,17213,Sailboat,562,129,85
R7747,KHOMS,KOLKATA,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,69,16645,Gas carrier,1484,143,35
R7748,KHOMS,COCHIN,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,68,15830,High-speed craft,2622,136,19
R7749,KHOMS,ENNORE,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,60,16104,Tank,3072,134,15
R7750,KHOMS,NEW MANGALORE,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,66,16006,Container Shipo,884,121,51
R7751,BINGAZI,NEW MANGALORE,LIBYA,INDIA,0,"GIOIA TAURO,COLOMBO",0,65,16085,Reefer ship,2169,139,23
R7752,YARIMCA,PARADIP GARH,TURKIYE,INDIA,0,"ABU DHABI,COLOMBO",0,58,15909,Reefer ship,2710,119,17
R7753,PIRAEUS,PARADIP GARH,GREECE,INDIA,0,COLOMBO,0,67,18641,Project cargo ship,2149,129,24
R7754,VOLOS,PARADIP GARH,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,72,18832,Barge,3058,150,19
R7755,HERAKLION,PARADIP GARH,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,74,18807,Dredgers,3191,127,14
R7756,THESSALONIKI,PARADIP GARH,GREECE,INDIA,0,"PIRAEUS,COLOMBO",0,72,18893,Tugs,2940,114,15
R7757,BAR,PARADIP GARH,MONTENEGRO,INDIA,0,"GIOIA TAURO,COLOMBO",0,66,16576,Corvette,2424,117,17
R7758,ASHDOD,CHATTOGRAM,ISRAEL,BANGLADESH,0,"GIOIA TAURO,COLOMBO",0,71,17496,Reefer Vessel,2190,111,18
R7759,ASHDOD,PARADIP GARH,ISRAEL,INDIA,0,"GIOIA TAURO,COLOMBO",0,70,17254,Frigate,1911,157,31
R7760,PORT SAID EAST,CHATTOGRAM,EGYPT,BANGLADESH,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,68,18457,Offshore Ships,2931,115,14
R7761,PORT SAID EAST,KAKINADA,EGYPT,INDIA,0,"TEKIRDAG (ASYAPORT),COLOMBO",0,66,18032,Panamax Ship,2125,122,21
R7762,PORT SAID EAST,HAZIRA PORT/SURAT,EGYPT,INDIA,0,"TEKIRDAG (ASYAPORT),ABU DHABI",0,52,15286,Bulk carrier,1310,130,39
