RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
294,PortA,PortX,3,5,13,39,3,32,2114,8,irregular,congested areas,1811,446141,681177,non-compliant,no,in place,both,container,15,510635,34365.24,42.41639542754881,Medium
295,PortA,PortX,3,3,9,32,3,27,2134,15,irregular,congested areas,1884,482858,995849,compliant,yes,in place,both,bulk carrier,16,783657,37135.92,47.02457201876748,Medium
296,PortC,PortX,4,4,8,47,4,26,1958,11,irregular,congested areas,1673,488179,1161406,non-compliant,no,in place,non-hazardous,bulk carrier,15,559074,37449.88999999999,47.54676483942699,Medium
297,PortB,PortY,4,7,8,38,3,31,2293,11,regular,congested areas,2417,418962,1060091,compliant,no,in place,both,container,9,364797,32492.565,39.30177479363929,Medium
298,PortC,PortZ,2,3,5,86,4,25,2173,12,regular,clear,1431,435229,1004040,non-compliant,no,in place,both,bulk carrier,9,594387,33481.75,40.94698072192572,Medium
299,PortA,PortY,4,4,7,41,3,29,2164,11,regular,congested areas,2209,420309,861153,non-compliant,no,in place,non-hazardous,container,12,444407,32518.46,39.34484318581363,Medium
0,PortA,PortX,30,5,27,20,5,51,2164,11,irregular,congested areas,4389,640066,1051210,compliant,no,in place,hazardous,bulk carrier,3,790257,49455.659999999996,67.51468183942534,High
1,PortA,PortY,39,7,25,54,5,39,2568,11,irregular,congested areas,4717,527753,1256735,non-compliant,yes,in place,hazardous,container,9,847178,41200.12499999999,53.784130806831726,Medium
2,PortC,PortZ,47,9,19,73,5,45,2343,9,irregular,clear,3146,588418,984253,compliant,no,in place,hazardous,container,11,839022,45384.87,60.7441709230557,High
3,PortA,PortY,49,12,11,53,5,36,2488,13,irregular,congested areas,4817,470213,1326277,compliant,yes,in place,hazardous,bulk carrier,14,843724,36889.18,46.61419568800489,Medium
4,PortB,PortX,40,13,23,90,5,43,2285,10,irregular,congested areas,3714,666628,891441,compliant,yes,in place,hazardous,bulk carrier,6,1075958,51347.49,70.66116094223231,High
5,PortA,PortX,35,13,11,71,6,47,2500,9,regular,congested areas,4596,578289,1078207,non-compliant,no,in place,hazardous,bulk carrier,15,805857,44950.979999999996,60.02252795412248,High
6,PortB,PortZ,31,8,27,99,6,39,2596,10,irregular,congested areas,5278,632747,794810,compliant,yes,not in place,hazardous,bulk carrier,9,763062,49190.855,67.07425992053264,High
7,PortB,PortY,30,12,10,70,6,32,2626,8,regular,clear,5498,586021,909577,non-compliant,no,in place,hazardous,bulk carrier,9,1006699,45736.024999999994,61.32820958897502,High
8,PortB,PortX,36,9,22,99,5,42,2272,8,regular,clear,4523,642039,1017989,non-compliant,no,in place,hazardous,bulk carrier,18,996394,49658.48499999999,67.85201903358487,High
9,PortC,PortX,28,7,15,21,5,39,2229,9,irregular,clear,3906,583400,1090529,compliant,no,not in place,hazardous,container,0,741777,45121.219999999994,60.30566999249899,High
10,PortA,PortZ,38,9,26,91,5,43,2579,11,irregular,clear,4646,657818,1236109,non-compliant,no,not in place,hazardous,container,5,971342,50944.8,69.99140960627226,High
11,PortC,PortZ,35,6,26,18,5,38,2424,6,regular,congested areas,4724,625969,945100,compliant,yes,in place,hazardous,container,12,665332,48529.05499999999,65.9735585518908,High
12,PortC,PortY,36,10,20,76,5,49,2388,7,regular,clear,5030,622551,1113096,non-compliant,no,not in place,hazardous,container,11,1137038,48329.57,65.64177642356879,High
13,PortB,PortZ,26,5,15,83,6,40,2476,8,irregular,clear,5154,529402,849133,compliant,no,in place,hazardous,bulk carrier,3,1028283,41381.925,54.08649936050216,Medium
14,PortC,PortX,35,10,29,11,5,43,2465,6,regular,congested areas,5140,560168,1201478,compliant,no,not in place,hazardous,container,9,903193,43690.365,57.92588145090337,Medium
15,PortA,PortY,37,9,12,17,6,36,2574,7,regular,congested areas,4659,535015,1246557,non-compliant,yes,in place,hazardous,container,16,935857,41733.335,54.67096214072945,Medium
16,PortC,PortY,35,13,23,52,6,35,2597,11,irregular,clear,3828,709014,1205628,compliant,no,in place,hazardous,container,6,894371,54622.939999999995,76.10886764806163,High
17,PortC,PortY,33,11,15,27,6,34,2696,9,regular,clear,5187,651633,1205409,compliant,no,in place,hazardous,bulk carrier,17,784096,50613.525,69.44043522443964,High
18,PortB,PortX,45,10,26,61,5,34,2448,8,regular,clear,4337,601498,1036292,non-compliant,yes,not in place,hazardous,bulk carrier,8,969566,46626.95,62.809990137263355,High
19,PortB,PortZ,40,11,12,48,6,42,2699,10,irregular,congested areas,3010,554308,1091506,non-compliant,no,not in place,hazardous,bulk carrier,2,985615,42885.755,56.58765943787391,Medium
20,PortC,PortY,29,14,26,40,5,37,2617,10,irregular,clear,5495,525682,1035453,non-compliant,no,in place,hazardous,container,16,777274,41209.58,53.79985630009332,Medium
21,PortB,PortX,36,9,28,23,5,34,2674,12,irregular,congested areas,5442,602137,1043173,non-compliant,yes,not in place,hazardous,bulk carrier,13,846799,46948.51,63.34480659555962,High
22,PortC,PortZ,27,5,27,73,6,37,2278,6,irregular,congested areas,4528,733790,938450,non-compliant,no,not in place,hazardous,container,4,726681,56536.93,79.29220311582645,High
23,PortA,PortY,40,13,14,53,6,42,2479,8,regular,clear,3377,592736,1092250,compliant,no,in place,hazardous,container,9,845235,45786.17,61.41161042023907,High
24,PortA,PortZ,43,9,24,69,6,42,2879,8,regular,congested areas,3360,687315,1112670,compliant,yes,in place,hazardous,container,20,823238,52976.795,73.37101020701769,High
25,PortB,PortZ,41,8,12,11,5,43,2225,10,regular,congested areas,4571,620815,1197794,compliant,yes,not in place,hazardous,bulk carrier,15,975248,48066.280000000006,65.20387424262334,High
26,PortA,PortZ,35,10,17,41,5,38,2858,15,regular,clear,3641,645510,1108817,non-compliant,yes,not in place,hazardous,bulk carrier,17,1010084,49887.23,68.23246619975286,High
27,PortA,PortX,45,9,16,45,6,47,2849,11,regular,congested areas,3572,549108,1182161,non-compliant,no,in place,hazardous,bulk carrier,6,743634,42648.305,56.192734173467755,Medium
28,PortC,PortY,43,5,27,64,5,44,2646,9,irregular,congested areas,4955,580580,938358,compliant,no,not in place,hazardous,container,18,926913,45231.954999999994,60.48984370971953,High
29,PortB,PortY,42,6,19,96,5,35,2230,7,regular,congested areas,4584,530433,1263515,non-compliant,yes,not in place,hazardous,bulk carrier,4,937965,41289.79,53.93326103986177,Medium
30,PortA,PortY,33,8,19,72,5,43,2456,7,regular,clear,3922,608127,1013812,compliant,no,not in place,hazardous,bulk carrier,5,675213,47039.34,63.495874448859304,High
31,PortB,PortX,37,12,28,78,6,40,2658,11,irregular,congested areas,5443,577851,742686,compliant,yes,in place,hazardous,bulk carrier,16,946500,45126.24,60.314019223188915,High
32,PortB,PortZ,30,9,10,89,6,39,2234,8,regular,congested areas,5233,613900,991576,non-compliant,no,not in place,hazardous,container,5,702187,47677.395000000004,64.55708329106051,High
33,PortB,PortX,27,11,11,49,6,40,2635,9,regular,congested areas,4541,511127,1136502,non-compliant,yes,not in place,hazardous,container,19,798877,39930.425,51.67237419189593,Medium
34,PortA,PortY,47,6,10,33,5,37,2521,13,irregular,clear,4814,624453,1062330,non-compliant,yes,in place,hazardous,container,5,759898,48462.274999999994,65.8624904990079,High
35,PortB,PortZ,36,12,18,67,6,44,2386,6,irregular,clear,5418,598156,758698,non-compliant,yes,not in place,hazardous,container,7,692888,46576.73499999999,62.72647288246378,High
36,PortB,PortX,33,9,24,37,5,37,2276,10,regular,clear,4889,608968,1082273,non-compliant,no,in place,hazardous,bulk carrier,17,960379,47249.445,63.845319690712564,High
37,PortC,PortX,33,8,27,71,5,37,2791,8,irregular,clear,4899,618939,1069009,non-compliant,yes,in place,hazardous,bulk carrier,8,755779,48128.28499999999,65.30700054719061,High
38,PortC,PortX,39,13,27,34,5,43,2655,13,regular,clear,4227,571510,904284,compliant,yes,in place,hazardous,container,15,810370,44407.735,59.11900647481178,Medium
39,PortC,PortX,25,10,16,16,5,48,2467,8,regular,clear,5329,897003,1134677,non-compliant,no,in place,hazardous,bulk carrier,6,849317,68987.555,100.00000000000001,High
40,PortC,PortZ,42,8,23,47,6,38,2506,11,irregular,clear,4439,633690,1029925,compliant,yes,in place,hazardous,container,10,924298,49075.415,66.88226087853201,High
41,PortB,PortX,39,12,27,80,6,35,2446,6,regular,congested areas,4056,596065,757337,compliant,no,in place,hazardous,bulk carrier,15,753136,46161.41,62.035707098342975,High
42,PortC,PortZ,32,7,29,95,5,44,2138,13,irregular,congested areas,5129,654295,1154261,compliant,yes,not in place,hazardous,bulk carrier,7,898748,50663.94,69.5242851179121,High
43,PortC,PortX,35,14,28,95,6,40,2757,11,irregular,clear,4506,549644,1076222,non-compliant,yes,in place,hazardous,bulk carrier,17,826902,42847.66499999999,56.52430840261919,Medium
44,PortA,PortY,41,6,14,54,6,42,2543,8,regular,clear,5195,543109,1277033,compliant,yes,not in place,hazardous,container,10,749192,42442.064999999995,55.849717173968365,Medium
45,PortC,PortX,38,11,18,41,6,40,2690,10,regular,clear,4630,661632,920258,non-compliant,yes,in place,hazardous,bulk carrier,12,952050,51254.59,70.50665027866805,High
46,PortC,PortX,43,8,27,41,6,42,2409,11,irregular,congested areas,3964,674023,1015043,non-compliant,yes,in place,hazardous,bulk carrier,6,1057845,51983.31,71.7186525472638,High
47,PortA,PortY,47,8,22,10,6,41,2518,10,irregular,congested areas,3991,688859,1209899,non-compliant,yes,not in place,hazardous,bulk carrier,8,870394,53130.155,73.62607754140105,High
48,PortB,PortZ,48,14,14,83,6,37,2563,9,irregular,congested areas,3494,475441,912656,non-compliant,yes,in place,hazardous,bulk carrier,7,789103,37036.44499999999,46.85912585883147,Medium
49,PortB,PortX,29,13,29,54,6,42,2706,9,irregular,congested areas,4193,578710,1204612,non-compliant,no,in place,hazardous,container,8,776429,44950.295,60.02138866666778,High
50,PortA,PortX,26,6,24,73,6,42,2858,10,regular,clear,3702,622902,1208524,compliant,yes,in place,hazardous,container,19,930642,48199.87,65.42606024419007,High
51,PortA,PortY,39,5,28,77,6,38,2430,10,irregular,congested areas,4030,650192,1097067,non-compliant,no,in place,hazardous,container,17,851352,50210.815,68.77065062461229,High
52,PortB,PortZ,43,11,29,16,6,39,2430,10,regular,congested areas,4403,629315,1025230,compliant,no,not in place,hazardous,bulk carrier,14,743767,48723.09,66.29627627637618,High
53,PortC,PortY,49,12,20,47,6,36,2450,7,irregular,congested areas,3825,515947,952906,non-compliant,no,in place,hazardous,bulk carrier,8,680681,40112.5,51.9752001237416,Medium
54,PortA,PortX,40,7,18,79,5,41,2380,8,irregular,clear,5481,635586,941837,non-compliant,no,in place,hazardous,bulk carrier,7,888121,49394.28999999999,67.41261166264451,High
55,PortA,PortZ,37,6,25,62,5,41,3029,9,regular,clear,4057,611872,1096624,non-compliant,no,in place,hazardous,container,7,723466,47491.125,64.24728026305067,High
56,PortA,PortX,31,8,20,84,6,39,2163,10,regular,clear,3562,615968,618380,compliant,no,not in place,hazardous,container,10,809743,47480.244999999995,64.22918471924464,High
57,PortB,PortY,41,6,11,82,6,35,3037,6,irregular,congested areas,5185,512928,966441,compliant,yes,in place,hazardous,bulk carrier,13,1012871,40298.53,52.28460398534394,Medium
58,PortB,PortX,43,6,17,39,6,31,2627,10,regular,congested areas,3366,513587,945755,compliant,yes,in place,hazardous,container,15,766886,39881.01,51.590187491787994,Medium
59,PortB,PortY,49,9,14,31,6,39,2483,11,regular,congested areas,5153,742746,901793,compliant,yes,not in place,hazardous,container,12,955368,57395.165,80.71961387302849,High
60,PortB,PortY,31,14,20,67,5,40,2332,10,regular,clear,3793,666282,1077856,non-compliant,yes,in place,hazardous,bulk carrier,14,747879,51343.95,70.6552732377219,High
61,PortB,PortZ,36,9,20,82,5,42,2491,10,regular,clear,3635,591835,829531,non-compliant,yes,not in place,hazardous,container,16,937468,45769.995,61.38470826756791,High
62,PortC,PortY,37,12,18,64,6,44,2387,9,irregular,congested areas,4705,591704,1230430,compliant,no,not in place,hazardous,bulk carrier,10,907513,45950.93499999999,61.68564647494481,High
63,PortC,PortZ,37,13,20,55,5,38,2776,10,regular,congested areas,3986,772767,1187037,compliant,no,not in place,hazardous,container,17,898817,59482.145,84.19066516092228,High
64,PortB,PortZ,38,6,14,35,6,33,2626,9,irregular,clear,3957,593083,1253932,compliant,no,not in place,hazardous,container,7,789134,45959.715,61.700249312685344,High
65,PortB,PortZ,39,5,18,73,5,37,2834,9,irregular,congested areas,3854,586341,970916,compliant,yes,not in place,hazardous,container,14,913688,45486.685,60.91350895546468,High
66,PortB,PortZ,26,7,10,89,6,48,2441,9,irregular,congested areas,5125,530900,1081169,non-compliant,yes,in place,hazardous,container,12,887458,41482.475,54.25373345330502,Medium
67,PortA,PortZ,30,10,19,18,5,46,2528,9,irregular,congested areas,4569,583246,1173475,non-compliant,yes,in place,hazardous,bulk carrier,12,1038794,45321.094999999994,60.63810076623318,High
68,PortA,PortY,33,9,17,96,5,41,2480,9,regular,clear,5256,454792,1030379,non-compliant,yes,not in place,hazardous,bulk carrier,10,788404,35811.505,44.82181377889175,Medium
69,PortB,PortY,39,12,28,24,5,38,2425,7,irregular,clear,4434,640593,965009,compliant,no,in place,hazardous,container,18,978599,49571.99,67.70816112352038,High
70,PortB,PortZ,44,12,25,28,6,39,2294,6,irregular,clear,3007,688737,1067951,compliant,no,in place,hazardous,bulk carrier,8,759937,52867.375,73.1890235890715,High
71,PortA,PortY,40,6,22,25,5,46,2643,10,regular,clear,3736,692937,1019246,non-compliant,yes,not in place,hazardous,container,18,826120,53412.905,74.09634546522014,High
72,PortA,PortZ,26,13,14,34,6,40,2568,11,regular,clear,5274,533110,889397,compliant,no,not in place,hazardous,bulk carrier,18,786149,41708.89,54.63030537893366,Medium
73,PortA,PortY,27,8,27,60,5,38,2490,13,regular,clear,5222,406447,692942,compliant,yes,in place,hazardous,container,14,800455,32177.484999999997,38.777735828345136,Medium
74,PortA,PortZ,47,5,18,86,5,45,2600,12,irregular,clear,3080,618855,911466,compliant,yes,in place,hazardous,bulk carrier,10,834262,47717.315,64.6234779701723,High
75,PortA,PortX,44,6,13,55,6,32,2417,11,regular,clear,4158,705205,696058,non-compliant,yes,not in place,hazardous,container,7,994174,54358.885,75.66969312419232,High
76,PortB,PortX,47,10,23,16,6,35,2503,10,irregular,clear,3237,466452,919501,compliant,no,in place,hazardous,container,2,895664,36293.590000000004,45.62361435202819,Medium
77,PortB,PortZ,45,9,16,43,6,36,2672,10,irregular,congested areas,4495,568782,1262859,non-compliant,no,not in place,hazardous,bulk carrier,14,973407,44261.675,58.87608045198944,Medium
78,PortA,PortY,32,11,21,67,5,44,2699,8,irregular,congested areas,4049,621166,772722,compliant,no,not in place,hazardous,container,6,851457,48104.87499999999,65.26806519052711,High
79,PortB,PortZ,32,13,16,87,6,37,2805,8,regular,congested areas,3186,531628,1117334,compliant,yes,not in place,hazardous,container,7,978273,41241.725,53.853319650795925,Medium
80,PortA,PortY,45,10,20,32,6,32,2278,10,irregular,congested areas,4905,455382,1233403,non-compliant,yes,in place,hazardous,container,14,872700,35739.225,44.70159816250398,Medium
81,PortA,PortZ,31,10,24,32,6,37,2307,8,irregular,clear,3629,529056,814099,non-compliant,yes,not in place,hazardous,container,9,771074,41012.09,53.47139224253351,Medium
82,PortA,PortZ,35,6,16,26,5,38,2269,9,regular,congested areas,4732,552253,1319149,non-compliant,no,not in place,hazardous,bulk carrier,13,955600,42963.125,56.716340708487124,Medium
83,PortB,PortY,46,11,29,22,6,39,2370,5,irregular,congested areas,3814,449026,1038529,non-compliant,yes,not in place,hazardous,bulk carrier,14,998390,35070.64,43.58961202688386,Medium
84,PortB,PortY,37,6,26,36,6,40,2432,10,regular,congested areas,3613,681415,1253722,compliant,yes,not in place,hazardous,container,20,913831,52468.925,72.52632419297701,High
85,PortB,PortZ,32,11,14,75,5,43,2587,7,regular,clear,4186,720967,1090626,compliant,no,not in place,hazardous,container,12,933087,55588.189999999995,77.71426504316818,High
86,PortB,PortX,33,12,17,39,6,38,2732,7,regular,congested areas,5225,601260,980902,non-compliant,yes,in place,hazardous,bulk carrier,9,977915,46854.21,63.18796746128502,High
87,PortC,PortX,40,5,19,13,5,37,2421,11,regular,congested areas,3984,649508,613884,non-compliant,no,in place,hazardous,bulk carrier,11,822995,50147.295,68.66500458209772,High
88,PortA,PortX,29,13,15,76,6,40,2614,11,regular,congested areas,5327,470575,882779,compliant,no,in place,hazardous,container,9,778205,37042.425,46.86907175515134,Medium
89,PortA,PortX,47,12,11,23,6,40,2755,9,regular,clear,3797,582987,1151962,compliant,yes,not in place,hazardous,container,21,886269,45209.925,60.45320355989909,High
90,PortB,PortX,38,13,14,20,6,37,2408,8,irregular,congested areas,4077,554819,1280592,compliant,yes,in place,hazardous,bulk carrier,13,1022645,43062.895,56.88227751046565,Medium
91,PortB,PortY,25,9,19,49,6,33,2443,11,regular,clear,3066,626930,839302,non-compliant,yes,not in place,hazardous,container,14,880118,48269.165,65.54131122838474,High
92,PortC,PortX,48,8,12,96,5,38,2513,8,irregular,clear,3543,379807,1041050,non-compliant,yes,in place,hazardous,bulk carrier,18,912970,29859.26,34.92207939087206,Medium
93,PortA,PortY,43,5,22,12,5,43,2164,9,irregular,congested areas,4786,568548,983101,compliant,no,in place,hazardous,bulk carrier,7,857473,44174.71,58.73144084104362,Medium
94,PortA,PortX,41,13,25,10,5,39,2602,12,irregular,clear,3519,644244,1112672,non-compliant,no,not in place,hazardous,bulk carrier,4,879457,49708.52,67.93523691357882,High
95,PortB,PortY,46,8,24,18,5,44,2259,10,irregular,clear,3945,608915,1063255,compliant,no,in place,hazardous,container,11,797198,47060.07,63.53035244730588,High
96,PortB,PortX,38,8,11,82,5,42,2657,9,regular,congested areas,4454,657873,994247,non-compliant,no,in place,hazardous,bulk carrier,4,904826,50928.805,69.96480682840668,High
97,PortC,PortX,37,8,12,85,5,37,2413,9,irregular,clear,4058,549018,1145866,non-compliant,no,in place,hazardous,bulk carrier,9,937778,42622.759999999995,56.15024789897098,Medium
