RouteID,POL,POD,High_Incidents,Medium_Incidents,Low_Incidents,No_Of_Travels,No_Of_Transhipments,Average_Transit_Days,Distance,Crew_Experience_Level,Training_Programs,Navigational_Risks,Carbon_Emissions,Operational_Cost,Insurance_Premium,Total_Revenue,Regulatory_Compliance,Previous_Safety_Awards,Emergency_Response_Plans,Cargo_Type,Ship_Type,Average_Vessel_Age,Cargo_Value,RiskScore,Scaled_RiskScore,Risk_Category
236,PortB,PortY,1,3,7,42,3,26,1831,10,regular,clear,1879,540157,44336,1267795,compliant,no,in place,both,container,14,389558,34582.56,52.60678708,Medium
237,PortC,PortY,2,2,11,86,3,33,2327,12,irregular,clear,2017,419847,55019,1173352,non-compliant,no,in place,both,container,7,442113,27838.82,39.22990713,Medium
238,PortB,PortY,2,5,5,75,3,30,2320,10,irregular,congested areas,2069,403239,44754,914983,compliant,yes,in place,both,bulk carrier,11,659156,26542.885,36.65929098,Medium
239,PortB,PortX,4,2,13,39,4,34,2014,15,irregular,clear,2203,462546,44692,983331,compliant,yes,not in place,non-hazardous,bulk carrier,9,556973,30051.205,43.61839313,Medium
240,PortB,PortY,3,6,13,19,3,26,2093,12,irregular,clear,1705,471676,70361,1092278,non-compliant,yes,in place,both,container,2,455005,31287.555,46.07081649,Medium
241,PortA,PortX,3,6,7,32,4,30,1879,10,regular,clear,1576,481277,57500,1027004,compliant,no,not in place,non-hazardous,container,15,483059,31399.4,46.29267219,Medium
242,PortC,PortZ,1,6,9,48,4,27,1993,15,irregular,clear,2224,580846,47569,1016058,compliant,no,not in place,non-hazardous,bulk carrier,16,429888,37232.42,57.86304832,Medium
243,PortC,PortX,3,1,12,54,4,22,1844,13,irregular,clear,2424,492631,53355,1075840,non-compliant,no,not in place,both,bulk carrier,17,557541,32114.165,47.71047975,Medium
244,PortB,PortZ,2,5,10,38,4,35,1844,10,regular,congested areas,2153,692230,58503,1053019,non-compliant,yes,in place,non-hazardous,bulk carrier,12,625230,44194.265,71.67256126,High
245,PortA,PortX,4,3,14,39,4,28,2122,11,regular,congested areas,1806,599048,83053,1053702,non-compliant,yes,in place,both,container,14,667667,39338.44,62.04054874,High
246,PortB,PortX,4,3,14,43,3,26,1878,9,irregular,clear,1536,450047,56594,1013703,non-compliant,no,not in place,non-hazardous,container,3,483201,29489.105,42.50341179,Medium
247,PortB,PortY,4,4,13,61,4,27,2098,9,regular,clear,2293,333690,83650,1095834,non-compliant,yes,in place,both,container,13,514621,23525.965,30.67492968,Medium
248,PortC,PortZ,3,3,7,90,4,37,1970,14,irregular,congested areas,2051,671052,44518,1031452,compliant,yes,not in place,both,container,10,600115,42515.74,68.34303975,High
249,PortA,PortX,3,7,11,31,3,35,2283,10,regular,congested areas,1805,459667,73037,1035221,non-compliant,yes,not in place,both,bulk carrier,11,645260,30717.555,44.94016472,Medium
250,PortC,PortX,2,6,10,14,4,29,2110,9,regular,congested areas,1464,553659,68307,1206229,compliant,yes,in place,non-hazardous,bulk carrier,6,587077,36101.275,55.61930955,Medium
251,PortB,PortZ,1,7,9,20,3,33,2048,13,irregular,congested areas,2145,430460,70026,1065016,compliant,no,not in place,non-hazardous,container,17,676753,28882.87,41.30088429,Medium
252,PortC,PortX,1,7,8,95,3,25,1713,15,regular,congested areas,2027,614475,57581,1049582,compliant,no,not in place,non-hazardous,bulk carrier,3,731690,39440.465,62.24292549,High
253,PortB,PortZ,4,6,9,41,3,32,1901,14,regular,clear,1675,537171,42137,866681,compliant,yes,not in place,non-hazardous,container,13,386998,34318.06,52.08212499,Medium
254,PortA,PortZ,4,4,8,33,3,28,1989,16,irregular,congested areas,2335,398126,65175,874237,compliant,yes,not in place,both,bulk carrier,7,701901,26819.445,37.20787529,Medium
255,PortC,PortZ,3,1,7,20,4,31,2010,16,irregular,congested areas,1382,327601,43981,1171255,non-compliant,yes,in place,both,container,22,679856,21766.6,27.18505397,Low
256,PortC,PortX,4,3,11,20,4,24,2132,10,regular,congested areas,1730,486718,62797,1085596,non-compliant,yes,in place,non-hazardous,bulk carrier,15,432444,31977.07,47.43853817,Medium
257,PortC,PortX,2,5,10,26,4,27,2041,11,regular,congested areas,1777,519589,73657,1137634,non-compliant,yes,not in place,non-hazardous,bulk carrier,11,596377,34262.395,51.97170792,Medium
258,PortC,PortY,2,4,8,41,3,30,1793,8,irregular,clear,2082,541697,66094,1029650,non-compliant,no,not in place,non-hazardous,bulk carrier,6,613597,35361.625,54.15214011,Medium
259,PortC,PortZ,4,3,13,92,3,30,2118,9,regular,clear,1668,409828,37338,1059623,non-compliant,yes,not in place,non-hazardous,container,16,441018,26585.23,36.74328651,Medium
260,PortA,PortX,4,1,5,36,3,24,1907,14,irregular,congested areas,2254,425693,48209,978137,non-compliant,no,in place,both,bulk carrier,-4,543891,27925.925,39.40268857,Medium
261,PortA,PortX,4,7,5,41,4,26,1870,12,regular,congested areas,1440,327092,75240,995990,compliant,no,in place,both,container,13,565639,22650.82,28.93899241,Low
262,PortC,PortZ,4,5,13,70,3,31,1779,14,regular,clear,2019,427930,63832,937482,non-compliant,yes,in place,both,container,14,442006,28452.375,40.44695458,Medium
263,PortB,PortZ,4,5,11,34,4,31,1929,10,irregular,congested areas,2315,345311,46980,1200058,non-compliant,no,in place,non-hazardous,bulk carrier,14,516108,23087.44,29.80507167,Low
264,PortB,PortZ,2,7,6,73,4,32,1888,10,irregular,congested areas,1587,427499,60639,893228,non-compliant,yes,in place,non-hazardous,container,16,690117,28272.315,40.08978764,Medium
265,PortC,PortY,1,1,14,73,3,30,2232,13,regular,clear,1654,512168,69829,1046131,non-compliant,yes,not in place,non-hazardous,container,9,718332,33724.14,50.90402552,Medium
266,PortC,PortY,2,3,9,37,3,25,1946,14,regular,clear,1642,497081,45417,976503,non-compliant,yes,in place,non-hazardous,container,14,439641,32012.065,47.50795423,Medium
267,PortA,PortY,2,7,8,49,3,28,2106,8,regular,congested areas,1448,410254,48662,1142771,compliant,no,in place,both,container,8,283526,26903.49,37.37458692,Medium
268,PortA,PortZ,4,2,5,23,3,32,1639,11,regular,congested areas,1509,505453,65715,1034145,compliant,no,not in place,both,bulk carrier,7,673735,33022.75,49.51274859,Medium
269,PortC,PortX,1,3,13,51,3,25,2148,12,irregular,clear,2435,604854,41176,1069225,compliant,no,in place,non-hazardous,container,6,732241,38560.31,60.49705039,High
270,PortC,PortZ,4,7,10,48,4,25,2128,13,regular,clear,1953,459628,62480,1031136,non-compliant,yes,not in place,both,bulk carrier,10,637676,30387.025,44.28452554,Medium
271,PortB,PortX,2,7,10,11,4,28,1708,13,regular,clear,2275,373743,54951,851174,non-compliant,no,not in place,both,container,17,521299,24967.53,33.53441744,Medium
272,PortA,PortY,1,4,8,90,3,31,1825,11,irregular,congested areas,1835,534929,63166,1082554,non-compliant,no,in place,both,container,20,441627,34826.06,53.08979359,Medium
273,PortC,PortY,3,4,6,10,3,22,1867,9,irregular,congested areas,2372,567945,54968,985120,compliant,no,in place,both,container,10,611677,36677.145,56.76160505,Medium
274,PortA,PortY,4,3,12,41,3,29,1959,8,irregular,congested areas,1630,427057,44892,885791,compliant,yes,in place,non-hazardous,container,8,655467,27798.54,39.15000774,Medium
275,PortC,PortX,3,6,12,92,4,32,1859,11,regular,clear,1664,419077,45242,788372,non-compliant,no,in place,both,container,18,484019,27313.04,38.18697013,Medium
276,PortC,PortX,3,4,7,73,4,32,1951,11,irregular,congested areas,1310,320214,62263,877409,non-compliant,yes,not in place,both,container,14,577505,21843.985,27.33855483,Low
277,PortC,PortZ,3,2,11,87,4,25,2130,10,irregular,clear,1808,438459,50811,1114613,compliant,no,not in place,both,container,12,506528,28736.72,41.01098121,Medium
278,PortC,PortZ,3,6,11,40,4,31,1888,13,regular,congested areas,1879,407451,60508,1264281,compliant,no,in place,both,container,6,625393,27123.505,37.81100858,Medium
279,PortB,PortZ,1,2,9,67,3,33,2059,9,irregular,clear,2413,345373,51578,1017759,compliant,no,not in place,non-hazardous,container,19,344115,23278.76,30.18457394,Medium
280,PortC,PortY,4,5,9,91,4,32,2035,10,irregular,congested areas,1921,450301,42567,850490,non-compliant,yes,not in place,both,bulk carrier,12,589667,29202.335,41.93457493,Medium
281,PortB,PortZ,1,4,12,87,4,28,1408,14,regular,clear,2200,475275,94404,1062456,compliant,yes,not in place,both,bulk carrier,12,513405,32151.4,47.78433908,Medium
282,PortB,PortY,4,7,8,23,3,20,1838,10,irregular,clear,2017,471634,89908,1161607,non-compliant,no,in place,non-hazardous,container,14,733206,31869.195,47.22455736,Medium
283,PortC,PortX,4,6,5,97,3,30,2197,12,regular,clear,2355,453149,79288,1288184,non-compliant,no,not in place,non-hazardous,container,12,581198,30600.95,44.70886709,Medium
284,PortA,PortY,4,3,5,78,4,36,1821,11,irregular,clear,1626,602987,71420,1189617,non-compliant,yes,not in place,non-hazardous,container,19,620774,39116.665,61.60063594,High
285,PortA,PortY,1,6,13,25,3,33,1785,12,irregular,congested areas,1373,497377,46924,1033640,compliant,yes,not in place,non-hazardous,bulk carrier,17,455684,31984.35,47.45297877,Medium
286,PortC,PortY,2,7,8,78,3,33,2207,13,irregular,clear,1550,528451,44263,1086261,compliant,no,in place,non-hazardous,bulk carrier,9,527857,33910.19,51.27307422,Medium
287,PortC,PortX,3,5,5,63,3,30,2030,12,regular,congested areas,1749,624323,64994,891608,compliant,no,not in place,non-hazardous,bulk carrier,12,589450,40278.97,63.90618367,High
288,PortC,PortX,2,2,6,22,4,33,2291,9,irregular,congested areas,2205,554654,49252,1119542,compliant,yes,not in place,both,container,9,514057,35783.05,54.98807857,Medium
289,PortA,PortZ,2,5,14,89,4,31,1907,9,irregular,clear,1654,454400,75854,1140096,non-compliant,no,not in place,both,container,21,525773,30360.31,44.23153368,Medium
290,PortA,PortZ,2,1,11,88,3,23,2240,12,irregular,clear,1832,330574,50839,625411,non-compliant,yes,not in place,non-hazardous,bulk carrier,8,576296,22295.21,28.23360456,Low
291,PortC,PortZ,3,4,6,40,3,33,1822,10,irregular,congested areas,1595,439228,41084,1021401,non-compliant,no,not in place,both,container,11,378674,28374.3,40.29208504,Medium
292,PortA,PortX,2,3,5,78,4,26,1486,13,regular,congested areas,1597,591315,78342,1223513,non-compliant,no,not in place,both,container,13,497558,38530.88,60.43867305,High
293,PortB,PortX,3,2,14,30,4,30,2134,12,irregular,congested areas,1601,559831,59765,899314,compliant,no,not in place,both,bulk carrier,14,628879,36249.025,55.91238639,Medium
294,PortA,PortX,3,5,13,39,3,32,2114,8,irregular,congested areas,1811,446141,55699,681177,non-compliant,no,in place,both,container,15,510635,29344.095,42.21577001,Medium
295,PortA,PortX,3,3,9,32,3,27,2134,15,irregular,congested areas,1884,482858,70302,995849,compliant,yes,in place,both,bulk carrier,16,783657,32002.11,47.4882075,Medium
296,PortC,PortX,4,4,8,47,4,26,1958,11,irregular,congested areas,1673,488179,54932,1161406,non-compliant,no,in place,non-hazardous,bulk carrier,15,559074,31775.165,47.03803949,Medium
297,PortB,PortY,4,7,8,38,3,31,2293,11,regular,congested areas,2417,418962,48988,1060091,compliant,no,in place,both,container,9,364797,27677.775,38.91045833,Medium
298,PortC,PortZ,2,3,5,86,4,25,2173,12,regular,clear,1431,435229,45336,1004040,non-compliant,no,in place,both,bulk carrier,9,594387,28313.395,40.17127391,Medium
299,PortA,PortY,4,4,7,41,3,29,2164,11,regular,congested areas,2209,420309,49363,861153,non-compliant,no,in place,non-hazardous,container,12,444407,27694.715,38.94406051,Medium
0,PortA,PortX,30,5,27,20,5,51,2164,11,irregular,congested areas,4389,640066,96475,1051210,compliant,no,in place,hazardous,bulk carrier,3,790257,42748.92,68.8055755,High
1,PortA,PortY,39,7,25,54,5,39,2568,11,irregular,congested areas,4717,527753,136226,1256735,non-compliant,yes,in place,hazardous,container,9,847178,37370.61,58.13716195,Medium
2,PortC,PortZ,47,9,19,73,5,45,2343,9,irregular,clear,3146,588418,132581,984253,compliant,no,in place,hazardous,container,11,839022,40536.03,64.41608779,High
3,PortA,PortY,49,12,11,53,5,36,2488,13,irregular,congested areas,4817,470213,116767,1326277,compliant,yes,in place,hazardous,bulk carrier,14,843724,33338.995,50.14005205,Medium
4,PortB,PortX,40,13,23,90,5,43,2285,10,irregular,congested areas,3714,666628,151072,891441,compliant,yes,in place,hazardous,bulk carrier,6,1075958,45880.23,75.01684076,High
5,PortA,PortX,35,13,11,71,6,47,2500,9,regular,congested areas,4596,578289,101700,1078207,non-compliant,no,in place,hazardous,bulk carrier,15,805857,39327.645,62.01913579,High
6,PortB,PortZ,31,8,27,99,6,39,2596,10,irregular,congested areas,5278,632747,115425,794810,compliant,yes,not in place,hazardous,bulk carrier,9,763062,43162.4,69.62575426,High
7,PortB,PortY,30,12,10,70,6,32,2626,8,regular,clear,5498,586021,105808,909577,non-compliant,no,in place,hazardous,bulk carrier,9,1006699,40119.95,63.59075167,High
8,PortB,PortX,36,9,22,99,5,42,2272,8,regular,clear,4523,642039,102164,1017989,non-compliant,no,in place,hazardous,bulk carrier,18,996394,43092.82,69.4877354,High
9,PortC,PortX,28,7,15,21,5,39,2229,9,irregular,clear,3906,583400,134172,1090529,compliant,no,not in place,hazardous,container,0,741777,40395.38,64.1370945,High
10,PortA,PortZ,38,9,26,91,5,43,2579,11,irregular,clear,4646,657818,135517,1236109,non-compliant,no,not in place,hazardous,container,5,971342,45143.04,73.55455097,High
11,PortC,PortZ,35,6,26,18,5,38,2424,6,regular,congested areas,4724,625969,127669,945100,compliant,yes,in place,hazardous,container,12,665332,42969.59,69.24329643,High
12,PortC,PortY,36,10,20,76,5,49,2388,7,regular,clear,5030,622551,110921,1113096,non-compliant,no,not in place,hazardous,container,11,1137038,42318.935,67.95265743,High
13,PortB,PortZ,26,5,15,83,6,40,2476,8,irregular,clear,5154,529402,118851,849133,compliant,no,in place,hazardous,bulk carrier,3,1028283,37006.425,57.41476473,Medium
14,PortC,PortX,35,10,29,11,5,43,2465,6,regular,congested areas,5140,560168,148289,1201478,compliant,no,not in place,hazardous,container,9,903193,39736.515,62.83017015,High
15,PortA,PortY,37,9,12,17,6,36,2574,7,regular,congested areas,4659,535015,98292,1246557,non-compliant,yes,in place,hazardous,container,16,935857,36656.87,56.72138757,Medium
16,PortC,PortY,35,13,23,52,6,35,2597,11,irregular,clear,3828,709014,100390,1205628,compliant,no,in place,hazardous,container,6,894371,46999.43,77.23688543,High
17,PortC,PortY,33,11,15,27,6,34,2696,9,regular,clear,5187,651633,131922,1205409,compliant,no,in place,hazardous,bulk carrier,17,784096,44796.69,72.86753125,High
18,PortB,PortX,45,10,26,61,5,34,2448,8,regular,clear,4337,601498,161419,1036292,non-compliant,yes,not in place,hazardous,bulk carrier,8,969566,42447.05,68.20678629,High
19,PortB,PortZ,40,11,12,48,6,42,2699,10,irregular,congested areas,3010,554308,117211,1091506,non-compliant,no,not in place,hazardous,bulk carrier,2,985615,38087.465,59.55911524,Medium
20,PortC,PortY,29,14,26,40,5,37,2617,10,irregular,clear,5495,525682,111115,1035453,non-compliant,no,in place,hazardous,container,16,777274,36657.8,56.72323232,Medium
21,PortB,PortX,36,9,28,23,5,34,2674,12,irregular,congested areas,5442,602137,110531,1043173,non-compliant,yes,not in place,hazardous,bulk carrier,13,846799,41232.385,65.79737728,High
22,PortC,PortZ,27,5,27,73,6,37,2278,6,irregular,congested areas,4528,733790,84178,938450,non-compliant,no,not in place,hazardous,container,4,726681,48055.42,79.33154677,High
23,PortA,PortY,40,13,14,53,6,42,2479,8,regular,clear,3377,592736,131454,1092250,compliant,no,in place,hazardous,container,9,845235,40838.75,65.01656306,High
24,PortA,PortZ,43,9,24,69,6,42,2879,8,regular,congested areas,3360,687315,134252,1112670,compliant,yes,in place,hazardous,container,20,823238,46694.63,76.63228427,High
25,PortB,PortZ,41,8,12,11,5,43,2225,10,regular,congested areas,4571,620815,95548,1197794,compliant,yes,not in place,hazardous,bulk carrier,15,975248,41620.495,66.56723212,High
26,PortA,PortZ,35,10,17,41,5,38,2858,15,regular,clear,3641,645510,111915,1108817,non-compliant,yes,not in place,hazardous,bulk carrier,17,1010084,43562.03,70.41846017,High
27,PortA,PortX,45,9,16,45,6,47,2849,11,regular,congested areas,3572,549108,115062,1182161,non-compliant,no,in place,hazardous,bulk carrier,6,743634,37863.545,59.11494761,Medium
28,PortC,PortY,43,5,27,64,5,44,2646,9,irregular,congested areas,4955,580580,110436,938358,compliant,no,not in place,hazardous,container,18,926913,39836.335,63.02817307,High
29,PortB,PortY,42,6,19,96,5,35,2230,7,regular,congested areas,4584,530433,132527,1263515,non-compliant,yes,not in place,hazardous,bulk carrier,4,937965,37309.105,58.01516065,Medium
30,PortA,PortY,33,8,19,72,5,43,2456,7,regular,clear,3922,608127,122804,1013812,compliant,no,not in place,hazardous,bulk carrier,5,675213,41601.555,66.52966275,High
31,PortB,PortX,37,12,28,78,6,40,2658,11,irregular,congested areas,5443,577851,86698,742686,compliant,yes,in place,hazardous,bulk carrier,16,946500,39059.415,61.48707487,High
32,PortB,PortZ,30,9,10,89,6,39,2234,8,regular,congested areas,5233,613900,120068,991576,non-compliant,no,not in place,hazardous,container,5,702187,42070.935,67.46072473,High
33,PortB,PortX,27,11,11,49,6,40,2635,9,regular,congested areas,4541,511127,107196,1136502,non-compliant,yes,not in place,hazardous,container,19,798877,35479.4,54.38575855,Medium
34,PortA,PortY,47,6,10,33,5,37,2521,13,irregular,clear,4814,624453,104876,1062330,non-compliant,yes,in place,hazardous,container,5,759898,42241.76,67.79957313,High
35,PortB,PortZ,36,12,18,67,6,44,2386,6,irregular,clear,5418,598156,105528,758698,non-compliant,yes,not in place,hazardous,container,7,692888,40770.235,64.88065673,High
36,PortB,PortX,33,9,24,37,5,37,2276,10,regular,clear,4889,608968,157183,1082273,non-compliant,no,in place,hazardous,bulk carrier,17,960379,42830.415,68.96722895,High
37,PortC,PortX,33,8,27,71,5,37,2791,8,irregular,clear,4899,618939,78648,1069009,non-compliant,yes,in place,hazardous,bulk carrier,8,755779,41203.64,65.74035871,High
38,PortC,PortX,39,13,27,34,5,43,2655,13,regular,clear,4227,571510,111942,904284,compliant,yes,in place,hazardous,container,15,810370,39193.345,61.75273836,High
39,PortC,PortX,25,10,16,16,5,48,2467,8,regular,clear,5329,897003,98086,1134677,non-compliant,no,in place,hazardous,bulk carrier,6,849317,58475.09,100,High
40,PortC,PortZ,42,8,23,47,6,38,2506,11,irregular,clear,4439,633690,109042,1029925,compliant,yes,in place,hazardous,container,10,924298,42841.325,68.98887002,High
41,PortB,PortX,39,12,27,80,6,35,2446,6,regular,congested areas,4056,596065,103985,757337,compliant,no,in place,hazardous,bulk carrier,15,753136,40339.985,64.027213,High
42,PortC,PortZ,32,7,29,95,5,44,2138,13,irregular,congested areas,5129,654295,103922,1154261,compliant,yes,not in place,hazardous,bulk carrier,7,898748,43967.175,71.22210563,High
43,PortC,PortX,35,14,28,95,6,40,2757,11,irregular,clear,4506,549644,103779,1076222,non-compliant,yes,in place,hazardous,bulk carrier,17,826902,37716.375,58.82302126,Medium
44,PortA,PortY,41,6,14,54,6,42,2543,8,regular,clear,5195,543109,111243,1277033,compliant,yes,not in place,hazardous,container,10,749192,37632.72,58.65708324,Medium
