Incidents,RouteID,IncidentType,Severity,Location,IncidentDate,Description,ResponseTime,DamageCost,InsuranceClaim
INC3707,R605,Accident,Medium,,28-02-2024,Accidents on Barges                            ,,,
INC3708,R605,Delay,Low,,29-11-2022,,,,
INC3709,R605,Accident,Low,,07-12-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3710,R605,Port Security,Medium,,14-02-2024,,,,
INC3711,R606,Theft,Low,,13-06-2024,Container theft,,,
INC3712,R606,Attacks,Low,,17-08-2022,,,,
INC3713,R606,Natural Disaster,High,,04-02-2023,,,,
INC3714,R606,Attacks,High,,28-06-2023,,,,
INC3715,R606,Accident,High,,09-01-2023,Accidents on Barges                            ,,,
INC3716,R606,Attacks,Medium,,06-10-2023,,,,
INC3717,R607,Accident,High,,26-04-2024,Accidents on Tugboats                          ,,,
INC3718,R607,Accident,Low,,25-11-2022,Accidents on Tugboats                          ,,,
INC3719,R607,Natural Disaster,Medium,,08-06-2024,,,,
INC3720,R607,Theft,High,,19-11-2022,Container theft,,,
INC3721,R607,Accident,Medium,,10-08-2022,Offshore Oil Rig Mishaps                       ,,,
INC3722,R607,Attacks,Low,,20-11-2022,,,,
INC3723,R607,Attacks,Low,,03-06-2024,,,,
INC3724,R607,Attacks,High,,05-12-2023,,,,
INC3725,R607,Delay,Low,,02-03-2023,,,,
INC3726,R608,Piracy,Low,,14-10-2022,,,,
INC3727,R608,Theft,Medium,,02-12-2023,Container theft,,,
INC3728,R608,Accident,High,,04-09-2022,Offshore Oil Rig Mishaps                       ,,,
INC3729,R608,Theft,Low,,01-02-2024,Container theft,,,
INC3730,R608,Piracy,Low,,07-02-2023,,,,
INC3731,R608,Natural Disaster,Medium,,17-04-2024,,,,
INC3732,R608,Port Security,Low,,20-03-2023,,,,
INC3733,R608,Attacks,High,,17-09-2023,,,,
INC3734,R608,Natural Disaster,Medium,,12-04-2023,,,,
INC3735,R608,Theft,Low,,31-03-2023,Container theft,,,
INC3736,R609,Port Security,Low,,12-10-2022,,,,
INC3737,R609,Theft,Medium,,07-03-2024,Cargo theft,,,
INC3738,R609,Piracy,Medium,,09-02-2024,,,,
INC3739,R609,Port Security,High,,17-02-2024,,,,
INC3740,R609,Attacks,Medium,,29-04-2024,,,,
INC3741,R609,Accident,Medium,,21-10-2023,Accidents on Tugboats                          ,,,
INC3742,R609,Natural Disaster,Medium,,14-06-2023,,,,
INC3743,R609,Piracy,Low,,06-05-2023,,,,
INC3744,R609,Port Security,Low,,26-04-2023,,,,
INC3745,R609,Delay,Low,,12-04-2024,,,,
INC3746,R610,Theft,Medium,,08-07-2023,Cargo theft,,,
INC3747,R610,Port Security,Low,,04-10-2022,,,,
INC3748,R610,Theft,Low,,12-02-2023,Container theft,,,
INC3749,R611,Natural Disaster,High,,13-03-2023,,,,
INC3750,R611,Theft,Low,,11-01-2023,Container theft,,,
INC3751,R611,Attacks,Low,,19-02-2024,,,,
INC3752,R611,Theft,Medium,,15-06-2023,Cargo theft,,,
INC3753,R611,Natural Disaster,High,,20-05-2023,,,,
INC3754,R611,Delay,High,,27-04-2024,,,,
INC3755,R611,Attacks,High,,31-05-2024,,,,
INC3756,R611,Natural Disaster,Medium,,30-07-2022,,,,
INC3757,R611,Accident,Medium,,21-01-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3758,R611,Piracy,Medium,,25-05-2023,,,,
INC3759,R612,Piracy,Low,,09-03-2023,,,,
INC3760,R612,Theft,Low,,04-05-2023,Container theft,,,
INC3761,R612,Port Security,Medium,,07-10-2022,,,,
INC3762,R612,Natural Disaster,Medium,,01-12-2022,,,,
INC3763,R612,Natural Disaster,Medium,,22-06-2024,,,,
INC3764,R612,Natural Disaster,Medium,,24-05-2024,,,,
INC3765,R612,Port Security,Low,,18-10-2023,,,,
INC3766,R613,Accident,High,,05-02-2024,Offshore Oil Rig Mishaps                       ,,,
INC3767,R613,Accident,High,,13-09-2023,Accidents on Barges                            ,,,
INC3768,R614,Natural Disaster,High,,07-10-2022,,,,
INC3769,R614,Theft,High,,29-08-2022,Container theft,,,
INC3770,R614,Delay,Low,,28-06-2023,,,,
INC3771,R614,Accident,High,,20-10-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC3772,R614,Theft,High,,28-07-2023,Cargo theft,,,
INC3773,R614,Port Security,Low,,09-12-2023,,,,
INC3774,R615,Delay,High,,15-01-2024,,,,
INC3775,R615,Port Security,Medium,,27-11-2022,,,,
INC3776,R615,Theft,Medium,,30-10-2022,Cargo theft,,,
INC3777,R615,Port Security,High,,06-07-2023,,,,
INC3778,R615,Attacks,Low,,18-01-2023,,,,
INC3779,R615,Accident,Low,,05-04-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3780,R616,Delay,Medium,,30-05-2023,,,,
INC3781,R616,Natural Disaster,Medium,,12-04-2024,,,,
INC3782,R616,Theft,Medium,,17-08-2022,Container theft,,,
INC3783,R616,Port Security,Medium,,25-05-2024,,,,
INC3784,R616,Accident,Low,,21-11-2023,Offshore Oil Rig Mishaps,,,
INC3785,R616,Port Security,Low,,12-12-2022,,,,
INC3786,R616,Piracy,High,,01-09-2022,,,,
INC3787,R616,Theft,Medium,,01-04-2024,Container theft,,,
INC3788,R616,Delay,Low,,22-01-2024,,,,
INC3789,R616,Attacks,High,,14-10-2023,,,,
INC3790,R617,Accident,Low,,05-11-2023,Accidents on Barges                            ,,,
INC3791,R617,Port Security,Low,,15-06-2023,,,,
INC3792,R617,Accident,Medium,,09-04-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC3793,R617,Accident,Low,,21-05-2024,Grounding of Ships                             ,,,
INC3794,R617,Delay,Low,,09-11-2022,,,,
INC3795,R617,Piracy,Low,,09-08-2023,,,,
INC3796,R618,Natural Disaster,Low,,15-10-2022,,,,
INC3797,R618,Natural Disaster,High,,18-04-2023,,,,
INC3798,R618,Natural Disaster,Medium,,31-03-2023,,,,
INC3799,R618,Delay,High,,29-01-2023,,,,
INC3800,R618,Theft,High,,24-02-2023,Cargo theft,,,
INC3801,R619,Delay,High,,30-03-2023,,,,
INC3802,R619,Attacks,High,,22-01-2024,,,,
INC3803,R619,Theft,High,,03-09-2022,Cargo theft,,,
INC3804,R619,Attacks,Low,,03-11-2023,,,,
INC3805,R620,Delay,Low,,05-10-2022,,,,
INC3806,R620,Port Security,High,,29-05-2023,,,,
INC3807,R620,Port Security,High,,18-03-2023,,,,
INC3808,R620,Port Security,Medium,,13-04-2024,,,,
INC3809,R620,Attacks,High,,20-05-2023,,,,
INC3810,R621,Natural Disaster,Medium,,20-08-2023,,,,
INC3811,R621,Theft,High,,24-07-2023,Cargo theft,,,
INC3812,R621,Piracy,High,,17-12-2023,,,,
INC3813,R621,Accident,Low,,17-08-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC3814,R621,Natural Disaster,Medium,,15-10-2022,,,,
INC3815,R621,Attacks,High,,06-10-2022,,,,
INC3816,R621,Natural Disaster,Medium,,10-11-2022,,,,
INC3817,R621,Theft,Low,,11-09-2023,Cargo theft,,,
INC3818,R622,Port Security,Low,,30-07-2023,,,,
INC3819,R622,Port Security,Medium,,19-07-2022,,,,
INC3820,R623,Piracy,High,,11-06-2024,,,,
INC3821,R623,Attacks,High,,14-06-2023,,,,
INC3822,R623,Accident,High,,27-08-2022,Offshore Oil Rig Mishaps                       ,,,
INC3823,R623,Accident,Low,,08-01-2024,Maritime Accidents on Diving Support Vessels:  ,,,
INC3824,R623,Attacks,High,,26-11-2022,,,,
INC3825,R623,Port Security,High,,25-03-2024,,,,
INC3826,R623,Accident,Medium,,15-10-2022,Accidents on Barges                            ,,,
INC3827,R624,Natural Disaster,High,,24-08-2022,,,,
INC3828,R624,Delay,Low,,14-10-2022,,,,
INC3829,R624,Natural Disaster,Low,,04-11-2023,,,,
INC3830,R624,Piracy,High,,11-09-2023,,,,
INC3831,R624,Natural Disaster,High,,07-12-2022,,,,
INC3832,R625,Accident,Medium,,13-09-2022,Minor collision                                ,,,
INC3833,R625,Attacks,Medium,,30-07-2023,,,,
INC3834,R625,Accident,Low,,11-03-2023,Offshore Oil Rig Mishaps                       ,,,
INC3835,R625,Delay,Low,,28-06-2022,,,,
INC3836,R625,Port Security,Low,,14-01-2024,,,,
INC3837,R625,Port Security,High,,22-07-2023,,,,
INC3838,R626,Theft,High,,27-08-2023,Container theft,,,
INC3839,R626,Theft,Low,,06-06-2023,Cargo theft,,,
INC3840,R626,Theft,High,,02-08-2022,Container theft,,,
INC3841,R627,Piracy,Low,,29-09-2022,,,,
INC3842,R627,Piracy,High,,13-12-2023,,,,
INC3843,R627,Accident,High,,19-04-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC3844,R627,Natural Disaster,High,,19-06-2023,,,,
INC3845,R627,Delay,High,,08-01-2023,,,,
INC3846,R627,Natural Disaster,High,,06-06-2023,,,,
INC3847,R627,Theft,Medium,,15-05-2024,Container theft,,,
INC3848,R627,Port Security,Low,,21-06-2024,,,,
INC3849,R628,Attacks,High,,25-08-2023,,,,
INC3850,R628,Natural Disaster,High,,02-11-2022,,,,
INC3851,R628,Delay,High,,07-06-2024,,,,
INC3852,R629,Piracy,Medium,,02-05-2023,,,,
INC3853,R629,Delay,High,,12-09-2022,,,,
INC3854,R629,Accident,Medium,,02-08-2022,Offshore Oil Rig Mishaps                       ,,,
INC3855,R629,Piracy,Medium,,20-07-2023,,,,
INC3856,R629,Port Security,Medium,,16-09-2023,,,,
INC3857,R630,Attacks,Medium,,29-09-2022,,,,
INC3858,R630,Piracy,High,,26-02-2024,,,,
INC3859,R631,Natural Disaster,Low,,10-05-2023,,,,
INC3860,R631,Theft,Low,,08-01-2024,Cargo theft,,,
INC3861,R631,Port Security,High,,16-12-2022,,,,
INC3862,R631,Attacks,High,,31-10-2022,,,,
INC3863,R631,Port Security,Medium,,19-06-2023,,,,
INC3864,R631,Natural Disaster,Low,,20-06-2023,,,,
INC3865,R632,Attacks,Low,,26-10-2022,,,,
INC3866,R632,Theft,Low,,14-10-2023,Container theft,,,
INC3867,R632,Natural Disaster,High,,04-09-2023,,,,
INC3868,R632,Delay,Medium,,25-07-2023,,,,
INC3869,R633,Attacks,Medium,,07-07-2022,,,,
INC3870,R633,Theft,Medium,,25-09-2022,Cargo theft,,,
INC3871,R633,Attacks,Medium,,21-09-2022,,,,
INC3872,R633,Theft,Low,,16-05-2024,Cargo theft,,,
INC3873,R633,Attacks,Medium,,25-06-2022,,,,
INC3874,R633,Theft,Low,,05-03-2023,Cargo theft,,,
INC3875,R633,Port Security,Medium,,03-12-2022,,,,
INC3876,R634,Accident,High,,06-06-2023,Accidents on Barges                            ,,,
INC3877,R634,Natural Disaster,Low,,11-06-2023,,,,
INC3878,R634,Delay,High,,19-10-2023,,,,
INC3879,R634,Attacks,High,,31-03-2023,,,,
INC3880,R634,Delay,Low,,19-04-2023,,,,
INC3881,R634,Accident,Medium,,19-04-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC3882,R634,Theft,Medium,,06-05-2023,Container theft,,,
INC3883,R634,Port Security,Low,,01-05-2023,,,,
INC3884,R635,Port Security,Medium,,15-08-2023,,,,
INC3885,R635,Accident,High,,18-04-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC3886,R635,Natural Disaster,Low,,07-03-2024,,,,
INC3887,R635,Port Security,Medium,,10-04-2024,,,,
INC3888,R635,Accident,Low,,09-08-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC3889,R636,Natural Disaster,Medium,,14-11-2022,,,,
INC3890,R636,Theft,High,,05-09-2022,Container theft,,,
INC3891,R636,Piracy,High,,16-08-2022,,,,
INC3892,R636,Port Security,High,,09-06-2023,,,,
INC3893,R636,Delay,High,,29-12-2023,,,,
INC3894,R636,Port Security,Low,,02-04-2024,,,,
INC3895,R637,Natural Disaster,Low,,14-01-2024,,,,
INC3896,R637,Attacks,High,,14-12-2022,,,,
INC3897,R637,Delay,Low,,22-05-2024,,,,
INC3898,R637,Port Security,High,,08-10-2023,,,,
INC3899,R637,Port Security,Low,,02-03-2023,,,,
INC3900,R637,Delay,High,,14-06-2024,,,,
INC3901,R637,Delay,High,,18-02-2024,,,,
INC3902,R638,Piracy,Low,,10-06-2024,,,,
INC3903,R638,Attacks,High,,03-09-2022,,,,
INC3904,R638,Port Security,Low,,31-07-2023,,,,
INC3905,R638,Accident,High,,10-12-2023,Accidents on Barges                            ,,,
INC3906,R638,Delay,High,,21-12-2022,,,,
INC3907,R638,Accident,Low,,03-12-2022,Minor collision,,,
INC3908,R639,Port Security,High,,12-05-2023,,,,
INC3909,R639,Theft,High,,17-09-2022,Container theft,,,
INC3910,R639,Delay,High,,13-12-2022,,,,
INC3911,R640,Port Security,Low,,04-08-2022,,,,
INC3912,R640,Delay,Medium,,03-07-2022,,,,
INC3913,R641,Delay,High,,12-05-2024,,,,
INC3914,R641,Natural Disaster,Medium,,09-09-2022,,,,
INC3915,R641,Attacks,Medium,,27-08-2022,,,,
INC3916,R641,Piracy,High,,09-10-2022,,,,
INC3917,R641,Theft,Medium,,13-03-2024,Cargo theft,,,
INC3918,R641,Port Security,High,,31-10-2022,,,,
INC3919,R641,Piracy,Low,,21-01-2023,,,,
INC3920,R641,Delay,Medium,,30-08-2022,,,,
INC3921,R642,Accident,Medium,,17-11-2022,Minor collision                                ,,,
INC3922,R642,Theft,High,,06-08-2023,Cargo theft,,,
INC3923,R642,Attacks,High,,14-10-2023,,,,
INC3924,R642,Delay,Medium,,29-11-2022,,,,
INC3925,R642,Piracy,High,,18-09-2022,,,,
INC3926,R642,Piracy,Medium,,05-04-2023,,,,
INC3927,R642,Piracy,Low,,19-11-2023,,,,
INC3928,R643,Natural Disaster,Low,,14-09-2022,,,,
INC3929,R643,Theft,Medium,,07-11-2023,Container theft,,,
INC3930,R643,Accident,Medium,,03-08-2023,Minor collision,,,
INC3931,R643,Theft,Medium,,24-05-2024,Cargo theft,,,
INC3932,R643,Piracy,Low,,08-07-2023,,,,
INC3933,R643,Attacks,Medium,,18-01-2023,,,,
INC3934,R643,Theft,High,,26-01-2024,Cargo theft,,,
INC3935,R643,Attacks,Medium,,08-11-2023,,,,
INC3936,R644,Attacks,High,,06-05-2023,,,,
INC3937,R644,Theft,Low,,29-10-2022,Container theft,,,
INC3938,R644,Natural Disaster,High,,22-08-2022,,,,
INC3939,R644,Attacks,Medium,,30-04-2023,,,,
INC3940,R645,Accident,Low,,27-09-2022,Accidents on Barges                            ,,,
INC3941,R645,Natural Disaster,Low,,17-07-2022,,,,
INC3942,R645,Attacks,Low,,19-05-2024,,,,
INC3943,R645,Accident,Medium,,07-10-2022,Maritime Accidents on Diving Support Vessels:  ,,,
INC3944,R645,Delay,Medium,,06-06-2023,,,,
INC3945,R645,Delay,High,,31-08-2022,,,,
INC3946,R645,Attacks,High,,02-08-2022,,,,
INC3947,R646,Delay,Low,,14-10-2022,,,,
INC3948,R646,Natural Disaster,High,,23-05-2023,,,,
INC3949,R646,Delay,Medium,,16-07-2022,,,,
INC3950,R647,Delay,High,,12-04-2023,,,,
INC3951,R647,Theft,High,,30-01-2023,Container theft,,,
INC3952,R647,Port Security,High,,26-04-2024,,,,
INC3953,R647,Accident,Medium,,13-06-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3954,R647,Accident,Medium,,24-11-2023,Offshore Oil Rig Mishaps,,,
INC3955,R648,Piracy,Medium,,04-10-2022,,,,
INC3956,R648,Natural Disaster,High,,29-01-2023,,,,
INC3957,R648,Delay,High,,19-10-2022,,,,
INC3958,R648,Port Security,Low,,09-11-2023,,,,
INC3959,R648,Theft,Low,,13-01-2024,Container theft,,,
INC3960,R648,Natural Disaster,Low,,02-02-2023,,,,
INC3961,R648,Piracy,High,,10-03-2023,,,,
INC3962,R649,Delay,High,,03-06-2024,,,,
INC3963,R649,Accident,Low,,11-08-2022,Accidents on Barges                            ,,,
INC3964,R649,Piracy,Medium,,08-04-2024,,,,
INC3965,R649,Accident,High,,03-03-2024,Grounding of Ships                             ,,,
INC3966,R649,Piracy,Low,,07-12-2023,,,,
INC3967,R649,Accident,Medium,,15-07-2023,Offshore Oil Rig Mishaps,,,
INC3968,R649,Attacks,High,,01-07-2023,,,,
INC3969,R650,Theft,High,,04-02-2024,Cargo theft,,,
INC3970,R650,Delay,High,,22-08-2022,,,,
INC3971,R650,Piracy,High,,08-03-2023,,,,
INC3972,R651,Delay,Medium,,19-10-2022,,,,
INC3973,R651,Attacks,Low,,07-02-2024,,,,
INC3974,R651,Theft,Medium,,19-12-2023,Container theft,,,
INC3975,R651,Natural Disaster,Low,,01-04-2023,,,,
INC3976,R651,Theft,High,,22-06-2024,Cargo theft,,,
INC3977,R651,Piracy,Low,,31-10-2023,,,,
INC3978,R651,Delay,Medium,,11-10-2023,,,,
INC3979,R652,Attacks,High,,05-01-2023,,,,
INC3980,R652,Natural Disaster,Low,,01-05-2024,,,,
INC3981,R652,Accident,High,,02-10-2023,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3982,R653,Port Security,Medium,,20-12-2023,,,,
INC3983,R653,Accident,Low,,15-06-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC3984,R653,Port Security,Low,,23-06-2023,,,,
INC3985,R653,Port Security,Medium,,02-03-2024,,,,
INC3986,R653,Accident,Low,,05-02-2024,Offshore Oil Rig Mishaps                       ,,,
INC3987,R653,Natural Disaster,High,,22-10-2022,,,,
INC3988,R653,Theft,Medium,,26-04-2023,Container theft,,,
INC3989,R653,Natural Disaster,Low,,29-12-2023,,,,
INC3990,R653,Delay,Medium,,10-06-2024,,,,
INC3991,R653,Piracy,Medium,,22-08-2022,,,,
INC3992,R654,Natural Disaster,Low,,28-02-2023,,,,
INC3993,R654,Delay,Medium,,27-05-2024,,,,
INC3994,R654,Port Security,Low,,30-05-2023,,,,
INC3995,R654,Piracy,Medium,,22-12-2022,,,,
INC3996,R654,Piracy,Low,,18-12-2022,,,,
INC3997,R655,Port Security,Low,,02-03-2024,,,,
INC3998,R655,Delay,High,,04-09-2022,,,,
INC3999,R655,Attacks,High,,04-03-2024,,,,
INC4000,R655,Accident,High,,25-01-2023,Maritime Accidents on Diving Support Vessels:  ,,,
INC4001,R655,Delay,High,,17-11-2023,,,,
INC4002,R656,Piracy,Low,,19-09-2023,,,,
INC4003,R656,Delay,Low,,15-04-2023,,,,
INC4004,R656,Natural Disaster,High,,13-04-2023,,,,
INC4005,R656,Port Security,High,,30-10-2023,,,,
INC4006,R656,Natural Disaster,Medium,,11-03-2024,,,,
INC4007,R656,Attacks,High,,10-05-2023,,,,
INC4008,R656,Port Security,Medium,,17-11-2023,,,,
INC4009,R656,Delay,Medium,,29-08-2022,,,,
INC4010,R656,Natural Disaster,High,,09-09-2023,,,,
INC4011,R656,Accident,Medium,,27-09-2022,Accidents on Tugboats                          ,,,
INC4012,R657,Port Security,Medium,,15-08-2022,,,,
INC4013,R657,Natural Disaster,Medium,,20-11-2023,,,,
INC4014,R658,Attacks,Medium,,28-10-2023,,,,
INC4015,R658,Natural Disaster,Medium,,20-11-2022,,,,
INC4016,R658,Port Security,Low,,16-10-2023,,,,
INC4017,R658,Theft,High,,15-02-2024,Container theft,,,
INC4018,R659,Port Security,High,,28-08-2023,,,,
INC4019,R659,Piracy,High,,28-01-2023,,,,
INC4020,R659,Port Security,Low,,02-03-2024,,,,
INC4021,R659,Theft,Medium,,19-08-2022,Cargo theft,,,
INC4022,R659,Piracy,Medium,,05-05-2024,,,,
INC4023,R659,Piracy,High,,20-04-2023,,,,
INC4024,R660,Piracy,Low,,17-04-2023,,,,
INC4025,R660,Delay,Low,,26-01-2024,,,,
INC4026,R661,Theft,High,,03-03-2023,Cargo theft,,,
INC4027,R661,Delay,High,,20-09-2022,,,,
INC4028,R661,Natural Disaster,Medium,,04-03-2024,,,,
INC4029,R661,Port Security,Low,,21-04-2024,,,,
INC4030,R661,Piracy,Low,,30-08-2022,,,,
INC4031,R662,Piracy,Low,,02-09-2022,,,,
INC4032,R662,Piracy,High,,26-01-2024,,,,
INC4033,R662,Attacks,Medium,,21-07-2023,,,,
INC4034,R662,Attacks,Low,,03-05-2023,,,,
INC4035,R663,Delay,High,,18-09-2023,,,,
INC4036,R663,Delay,High,,29-10-2023,,,,
INC4037,R663,Delay,Medium,,16-11-2022,,,,
INC4038,R664,Port Security,High,,21-12-2023,,,,
INC4039,R664,Port Security,Low,,23-04-2024,,,,
INC4040,R664,Delay,Medium,,06-03-2024,,,,
INC4041,R664,Theft,Low,,19-11-2022,Cargo theft,,,
INC4042,R664,Piracy,Low,,24-02-2024,,,,
INC4043,R664,Natural Disaster,Medium,,23-04-2024,,,,
INC4044,R664,Piracy,Medium,,24-05-2023,,,,
INC4045,R664,Delay,Low,,17-07-2022,,,,
INC4046,R664,Piracy,High,,20-04-2024,,,,
INC4047,R664,Port Security,Low,,05-04-2024,,,,
INC4048,R665,Port Security,High,,22-07-2022,,,,
INC4049,R665,Port Security,Low,,10-07-2022,,,,
INC4050,R665,Port Security,High,,07-05-2024,,,,
INC4051,R665,Delay,High,,09-11-2023,,,,
INC4052,R666,Theft,High,,29-04-2024,Cargo theft,,,
INC4053,R666,Port Security,High,,28-07-2023,,,,
INC4054,R666,Delay,Medium,,12-01-2024,,,,
INC4055,R667,Accident,Low,,18-10-2022,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC4056,R667,Piracy,Low,,23-12-2022,,,,
INC4057,R667,Accident,High,,02-06-2023,Accidents on Barges                            ,,,
INC4058,R667,Piracy,Medium,,22-10-2023,,,,
INC4059,R667,Natural Disaster,Low,,28-06-2022,,,,
INC4060,R668,Natural Disaster,High,,13-05-2023,,,,
INC4061,R668,Delay,High,,12-07-2022,,,,
INC4062,R668,Delay,Low,,30-01-2023,,,,
INC4063,R668,Accident,Low,,16-08-2022,Offshore Oil Rig Mishaps,,,
INC4064,R668,Accident,High,,07-03-2024,Accidents on Crude Oil Tankers and Cargo Ships ,,,
INC4065,R668,Port Security,High,,17-03-2024,,,,
INC4066,R668,Attacks,Medium,,03-10-2023,,,,
INC4067,R668,Natural Disaster,Low,,30-01-2023,,,,
INC4068,R668,Theft,Medium,,08-02-2024,Container theft,,,
INC4069,R668,Delay,Medium,,28-11-2022,,,,
INC4070,R669,Natural Disaster,Low,,17-01-2023,,,,
INC4071,R669,Natural Disaster,High,,18-04-2023,,,,
INC4072,R669,Piracy,Medium,,08-07-2023,,,,
INC4073,R669,Attacks,Low,,28-05-2023,,,,
INC4074,R670,Delay,Medium,,08-02-2024,,,,
INC4075,R670,Theft,Medium,,01-06-2023,Cargo theft,,,
INC4076,R670,Natural Disaster,High,,22-02-2024,,,,
INC4077,R671,Natural Disaster,Medium,,06-08-2023,,,,
INC4078,R671,Port Security,Medium,,30-04-2024,,,,
INC4079,R671,Theft,Medium,,15-12-2023,Cargo theft,,,
INC4080,R671,Theft,High,,09-07-2022,Cargo theft,,,
INC4081,R671,Theft,Medium,,26-08-2022,Cargo theft,,,
INC4082,R671,Accident,Medium,,20-06-2023,Offshore Oil Rig Mishaps,,,
INC4083,R672,Accident,High,,01-01-2024,Minor collision                                ,,,
INC4084,R672,Piracy,Low,,21-02-2023,,,,
INC4085,R672,Theft,High,,08-04-2024,Container theft,,,
INC4086,R672,Port Security,Low,,09-12-2022,,,,
INC4087,R672,Theft,Low,,02-04-2023,Container theft,,,
INC4088,R672,Attacks,Low,,07-03-2023,,,,
INC4089,R672,Piracy,High,,17-08-2023,,,,
INC4090,R672,Accident,Low,,21-08-2022,Accidents on Tugboats                          ,,,
INC4091,R673,Port Security,Low,,27-09-2022,,,,
INC4092,R673,Piracy,High,,11-06-2023,,,,
INC4093,R673,Theft,High,,15-05-2024,Container theft,,,
INC4094,R673,Theft,High,,07-02-2024,Container theft,,,
INC4095,R673,Natural Disaster,Medium,,04-05-2023,,,,
INC4096,R673,Accident,Medium,,05-07-2023,Minor collision,,,
INC4097,R673,Theft,Medium,,14-02-2023,Container theft,,,
INC4098,R673,Port Security,Low,,16-10-2022,,,,
INC4099,R674,Attacks,Low,,08-05-2023,,,,
INC4100,R674,Delay,Medium,,28-10-2022,,,,
INC4101,R674,Theft,High,,13-02-2023,Cargo theft,,,
INC4102,R674,Natural Disaster,Medium,,20-08-2022,,,,
INC4103,R674,Accident,Low,,31-08-2022,Accidents on Tugboats                          ,,,
INC4104,R674,Piracy,High,,15-03-2024,,,,
INC4105,R674,Natural Disaster,Low,,03-06-2024,,,,
INC4106,R674,Attacks,High,,24-05-2024,,,,
INC4107,R675,Accident,Medium,,02-05-2024,Accidents on Tugboats                          ,,,
INC4108,R675,Theft,Medium,,22-04-2023,Cargo theft,,,
INC4109,R676,Delay,Low,,13-02-2024,,,,
INC4110,R676,Theft,Medium,,30-09-2022,Container theft,,,
INC4111,R677,Natural Disaster,Medium,,16-01-2023,,,,
INC4112,R677,Delay,High,,18-10-2022,,,,
INC4113,R677,Natural Disaster,Medium,,22-07-2023,,,,
INC4114,R677,Natural Disaster,Low,,24-05-2024,,,,
INC4115,R677,Port Security,Medium,,05-01-2024,,,,
INC4116,R677,Theft,Low,,02-07-2022,Container theft,,,
INC4117,R677,Theft,Medium,,09-04-2024,Container theft,,,
INC4118,R678,Theft,Medium,,10-04-2024,Container theft,,,
INC4119,R678,Natural Disaster,Low,,29-09-2022,,,,
INC4120,R678,Attacks,High,,09-08-2023,,,,
INC4121,R679,Port Security,Medium,,27-02-2023,,,,
INC4122,R679,Natural Disaster,High,,10-12-2022,,,,
INC4123,R679,Attacks,Medium,,06-05-2024,,,,
INC4124,R679,Attacks,High,,13-03-2023,,,,
INC4125,R679,Attacks,High,,06-10-2023,,,,
INC4126,R679,Accident,Medium,,04-02-2024,Maritime Accidents on Diving Support Vessels:  ,,,
